r,g,b
225,217,216
174,135,110
211,173,130
208,167,114
214,180,145
178,135,112
208,178,150
209,159,130
216,177,145
217,191,161
217,189,158
216,191,159
216,191,158
215,188,157
211,189,157
215,189,156
209,184,151
197,171,141
189,161,131
193,162,130
196,164,133
199,173,137
196,164,136
162,119,99
186,166,162
230,224,226
227,221,217
224,220,216
223,218,212
223,214,203
218,198,179
218,197,171
218,199,173
219,199,174
219,199,173
220,201,175
219,200,174
220,201,177
220,201,176
214,194,167
220,200,173
219,200,172
219,201,174
221,202,177
221,204,179
222,205,180
220,202,175
221,202,176
218,201,174
220,203,176
219,201,174
220,200,174
220,200,174
219,200,174
218,199,173
218,200,174
219,201,175
219,201,175
217,199,174
219,201,175
220,200,174
220,200,174
219,200,174
219,202,176
221,204,178
221,204,179
219,202,177
219,201,177
221,203,179
233,221,209
227,211,192
228,210,191
228,209,192
226,208,190
226,208,188
224,206,186
224,206,184
222,204,182
223,205,184
221,203,181
220,202,178
221,203,179
222,204,180
222,204,182
223,205,183
222,204,182
222,204,180
222,205,180
222,204,180
223,205,181
222,205,179
222,205,179
223,204,179
222,202,176
222,202,173
224,203,176
224,203,176
222,201,176
223,211,200
226,218,213
223,207,200
200,161,120
216,176,130
211,167,111
206,163,118
184,136,109
199,167,138
207,131,110
211,165,131
208,183,154
206,168,126
212,166,113
212,173,126
209,177,137
212,183,148
209,182,147
201,175,139
198,172,140
200,171,138
192,160,127
190,157,124
196,166,129
206,179,144
193,177,164
224,223,223
227,222,220
223,217,213
224,220,215
224,218,211
221,211,198
215,195,168
215,197,170
217,198,171
218,198,171
218,198,171
219,199,172
219,199,173
220,200,174
219,199,173
220,200,173
218,198,171
219,199,170
220,200,173
221,202,177
220,203,177
221,204,178
222,203,174
220,200,175
219,201,175
218,201,173
219,201,173
220,200,173
219,199,172
219,199,172
218,198,171
217,199,171
218,201,173
217,200,172
218,201,173
218,201,173
221,201,174
221,201,174
220,201,175
220,203,177
223,206,180
221,204,178
221,204,178
221,203,181
221,204,177
233,221,209
227,211,193
227,210,190
227,209,190
227,209,190
226,209,189
225,207,188
224,206,185
224,206,185
223,205,185
223,205,184
220,202,179
222,204,180
222,204,180
223,205,183
222,204,182
222,204,182
222,204,181
222,204,179
222,204,180
222,204,180
222,204,179
222,205,179
223,204,179
223,203,177
221,201,174
224,203,177
225,204,178
222,202,177
225,214,203
224,219,211
218,203,192
215,182,139
215,182,141
212,171,123
202,158,106
205,165,129
184,147,119
196,130,110
206,149,116
203,175,148
201,176,148
205,171,127
209,167,114
209,167,117
210,165,120
206,176,136
208,182,144
205,181,146
186,163,135
175,152,128
170,142,120
161,130,109
200,174,143
209,199,189
225,220,218
226,221,217
226,221,215
225,220,215
225,220,214
225,216,210
219,204,189
217,195,171
217,197,170
218,198,171
219,199,172
219,199,173
218,198,171
218,199,170
219,200,172
219,199,173
217,197,170
219,199,171
220,200,173
220,201,176
220,202,176
221,203,178
220,202,173
220,200,175
218,200,174
219,202,175
219,201,174
217,197,171
218,198,171
217,197,171
216,197,170
216,198,170
217,200,173
219,202,174
218,201,174
220,203,175
221,201,174
221,202,175
222,204,177
220,203,177
221,204,178
221,204,178
220,203,177
220,203,178
220,203,177
232,220,208
228,211,196
227,210,192
226,209,191
225,208,190
227,210,192
225,208,190
225,207,187
224,206,186
223,205,185
223,205,185
223,205,184
224,206,184
223,205,183
223,205,183
223,205,183
223,205,183
222,204,182
223,205,182
223,205,181
223,205,181
222,204,180
222,204,180
223,205,181
222,204,180
221,202,178
224,204,179
225,205,180
221,203,178
226,215,206
227,215,213
216,200,190
208,169,127
217,184,145
216,183,144
202,157,106
210,172,128
197,159,127
206,168,142
203,142,112
196,159,131
184,157,130
194,168,138
200,176,143
207,174,136
209,162,114
207,170,132
209,177,141
208,182,155
209,186,156
205,172,144
199,148,119
204,145,117
204,165,130
208,193,185
224,221,218
225,220,216
226,221,217
227,220,216
224,219,212
224,211,202
216,200,183
216,196,169
216,196,169
216,196,169
218,198,173
218,198,173
218,198,172
218,199,171
218,198,173
218,198,174
218,198,171
218,198,170
218,198,171
219,199,172
222,202,177
222,202,177
219,202,175
218,201,176
218,200,176
218,200,176
217,198,174
216,196,171
217,197,172
215,197,171
216,199,173
217,200,174
216,199,173
219,202,176
220,203,177
220,203,177
219,202,175
220,203,176
221,204,177
220,203,177
221,204,179
222,205,180
220,202,177
219,202,178
221,203,178
233,221,209
229,212,196
227,210,192
226,209,191
226,209,191
225,208,190
224,207,189
224,206,186
225,207,187
224,206,186
224,206,186
225,207,186
223,205,183
224,206,184
224,206,184
223,205,183
223,205,183
221,203,181
223,205,183
222,204,180
222,204,180
223,205,181
223,205,181
222,204,180
223,205,181
221,203,178
225,205,180
225,205,180
223,203,180
223,208,193
221,218,212
225,216,217
196,159,140
207,172,133
217,186,152
203,156,107
206,162,117
207,171,138
200,172,141
194,168,143
173,149,131
185,167,147
197,174,148
197,169,143
202,174,145
215,190,159
211,178,143
206,169,130
211,175,141
208,152,117
210,162,124
212,171,135
209,172,137
211,181,146
205,192,181
223,221,214
224,219,215
226,221,217
225,219,212
223,215,211
220,202,185
216,196,173
217,197,173
217,196,170
217,197,170
217,197,171
217,197,172
216,196,172
216,196,171
217,198,169
217,198,169
219,199,173
219,199,173
217,197,170
219,199,172
221,201,176
220,200,175
218,201,174
219,201,176
219,201,177
217,199,175
217,199,174
217,197,172
216,196,171
215,198,172
217,200,174
218,201,175
219,202,176
219,202,176
217,200,174
218,201,175
218,200,176
219,201,177
222,204,179
220,203,177
221,203,178
221,203,181
220,202,179
220,203,177
221,204,180
233,220,212
226,210,195
227,208,191
226,208,190
225,207,189
225,208,188
225,207,188
225,206,189
225,206,189
224,206,185
224,206,184
223,205,182
223,205,181
223,205,181
223,205,185
223,205,185
222,204,183
221,203,181
222,204,182
223,205,183
223,205,183
223,205,181
223,205,181
223,205,182
223,205,181
222,204,179
224,204,179
225,205,180
223,205,181
221,201,179
224,211,200
225,219,216
228,224,222
179,145,122
210,172,136
206,160,113
204,157,114
202,167,133
201,162,125
186,161,133
189,161,137
196,169,145
201,175,151
209,175,144
217,182,151
215,189,161
207,168,135
201,157,119
214,180,141
217,190,157
218,188,154
216,186,151
214,184,149
219,189,156
218,209,201
224,219,212
227,221,214
223,216,210
226,219,211
225,216,208
222,208,194
216,196,171
216,196,171
216,196,171
217,197,171
217,197,171
216,196,169
214,194,168
216,196,171
216,196,171
217,198,172
218,198,173
218,198,173
218,198,173
218,199,173
218,201,175
219,202,176
218,201,175
219,202,178
219,201,178
218,200,176
218,199,175
219,199,174
219,199,174
217,198,170
219,199,173
220,202,176
218,201,175
219,202,176
218,201,175
220,203,177
220,202,178
220,202,178
220,203,178
221,204,178
222,205,179
222,204,180
219,201,177
220,202,177
220,203,177
233,221,210
227,212,194
228,208,191
225,206,189
226,207,190
226,207,190
225,206,189
227,208,191
226,207,190
226,208,189
224,205,186
225,207,187
225,207,185
224,206,185
223,205,185
222,204,184
221,203,181
222,204,182
223,205,183
222,204,182
222,204,182
222,204,180
223,205,181
223,205,182
221,203,180
222,204,178
224,204,179
224,204,179
222,204,177
220,200,174
225,211,196
225,217,210
228,224,225
127,113,125
161,120,100
204,166,121
207,172,138
203,175,142
203,172,134
203,174,138
182,148,122
207,175,148
209,180,150
214,181,148
215,181,146
205,167,134
203,154,115
199,155,118
212,186,153
218,192,161
219,190,157
218,190,156
217,190,156
217,190,159
225,218,213
225,217,214
229,221,217
227,220,216
224,216,210
222,210,196
217,200,177
218,198,173
217,197,172
217,197,172
218,198,173
218,198,172
216,196,169
216,196,169
215,195,170
217,197,172
218,198,173
217,197,172
219,199,174
219,199,174
219,200,175
218,201,175
220,203,177
218,201,175
220,202,179
220,203,178
218,201,175
217,199,173
218,198,173
218,198,173
218,198,170
220,200,174
220,201,176
220,203,177
220,203,177
219,202,176
219,202,176
221,204,178
221,204,177
219,202,176
221,204,178
222,204,179
221,203,179
219,201,177
220,202,177
219,202,176
232,220,208
227,211,192
228,208,190
225,206,189
225,206,190
225,206,190
228,209,193
225,208,191
227,209,192
225,206,189
224,205,188
224,205,187
225,207,187
224,206,186
223,205,184
220,202,181
222,204,182
222,204,182
223,205,183
223,205,183
223,205,183
223,205,183
223,205,183
223,205,183
221,203,180
221,203,178
223,203,178
223,203,178
221,202,179
222,203,182
222,207,191
224,215,208
228,222,217
173,171,185
144,123,128
191,154,137
193,149,136
201,155,133
207,178,148
209,181,147
194,159,133
206,171,141
215,183,149
219,187,156
213,180,147
190,157,128
191,154,117
191,158,124
212,186,158
218,190,161
219,192,161
220,193,160
218,194,160
216,194,163
227,222,218
227,219,217
226,220,218
226,218,215
224,217,211
223,209,197
219,198,172
218,198,171
217,197,171
217,197,172
217,197,172
216,196,170
217,197,171
216,196,170
217,197,173
217,197,173
219,199,174
218,198,173
217,198,172
217,199,174
219,200,175
220,201,175
219,201,174
220,201,176
221,202,178
219,200,175
217,198,172
219,200,174
217,197,172
217,197,172
218,199,169
218,198,171
222,203,178
221,203,178
221,204,179
221,203,178
220,203,178
221,204,177
220,203,176
216,199,173
220,203,177
220,203,177
221,203,179
220,202,178
221,203,179
218,201,175
232,219,207
226,211,192
228,208,190
227,208,191
226,207,190
225,206,189
226,207,190
225,208,192
225,208,192
224,206,189
225,206,189
223,204,186
224,206,186
224,206,186
224,206,184
221,203,181
221,203,181
222,204,182
223,205,183
223,205,183
222,204,182
223,205,185
223,205,185
223,205,184
222,204,180
221,203,177
223,203,178
222,202,177
220,202,178
221,203,182
222,206,191
226,220,215
227,221,218
190,188,196
126,112,135
172,138,137
170,123,128
186,136,133
191,138,126
193,151,125
189,149,119
207,170,139
217,185,153
219,189,160
218,191,161
205,184,156
211,186,155
217,194,165
221,193,165
219,190,162
219,193,164
218,195,166
221,197,165
216,192,159
228,224,218
228,223,218
224,220,215
224,218,210
225,215,207
220,204,190
218,197,173
215,195,170
217,197,172
216,196,171
216,196,171
217,197,172
216,196,171
216,196,171
217,197,173
217,197,172
217,197,172
217,197,172
217,198,173
217,200,174
219,201,175
221,201,176
221,201,176
221,201,176
221,201,177
219,199,175
220,200,175
220,200,175
219,199,174
219,199,174
218,198,170
216,196,170
221,202,178
221,203,179
221,203,179
220,202,178
222,204,180
221,204,178
220,203,177
222,205,179
219,202,176
221,204,179
220,202,178
220,202,178
221,203,180
222,204,181
231,219,208
225,210,191
227,207,190
226,207,190
227,208,190
224,205,188
225,206,189
224,207,190
224,207,191
226,208,191
225,206,189
224,206,187
225,207,187
224,206,186
224,206,184
223,205,183
224,206,184
222,204,182
224,206,184
222,204,182
222,204,182
223,205,184
224,206,186
224,206,185
223,205,182
221,203,177
221,201,176
222,202,177
221,203,178
220,202,180
224,210,195
223,220,216
226,222,221
221,219,220
121,115,137
172,143,142
181,128,128
182,117,121
195,145,137
203,151,136
194,143,125
214,174,143
216,185,155
217,190,160
218,194,167
221,196,173
217,186,161
218,184,159
221,191,164
221,191,162
218,191,161
218,192,162
219,193,163
219,199,171
226,221,216
226,221,216
225,222,214
224,217,208
221,208,195
217,199,175
217,195,171
217,197,173
218,198,174
217,197,171
216,196,171
217,197,172
217,197,172
217,197,172
217,197,170
215,195,168
216,196,170
217,197,172
217,199,173
216,199,173
218,200,174
220,200,176
218,198,173
219,199,172
220,200,173
219,199,173
220,200,176
219,199,174
220,200,175
220,200,175
219,199,173
220,199,175
221,203,179
221,203,179
221,203,178
219,201,177
220,202,178
220,203,177
221,204,178
221,204,178
220,203,177
220,203,178
221,203,179
220,202,179
219,201,178
221,203,184
231,218,209
225,210,192
227,207,191
226,208,190
226,207,188
226,207,190
226,207,190
225,207,187
226,207,191
226,207,189
224,206,186
224,206,186
225,207,187
224,206,186
225,207,185
224,206,184
223,205,183
223,205,183
223,205,183
224,206,184
224,206,184
223,205,183
224,206,184
224,206,184
222,204,180
221,203,178
222,202,178
220,200,174
221,201,175
222,202,177
223,208,192
223,218,214
226,222,220
228,226,221
160,151,164
173,151,145
185,138,133
180,111,115
187,107,113
179,117,116
198,143,131
215,185,156
217,183,153
217,189,159
219,193,166
220,197,172
207,117,105
204,115,96
197,120,100
201,170,140
217,190,161
217,190,155
219,189,158
221,206,185
225,221,218
225,219,214
222,216,209
224,216,207
223,211,198
219,202,182
219,198,172
217,198,170
218,198,171
218,198,171
217,197,170
217,198,173
216,198,174
216,198,174
217,197,173
218,198,171
216,196,168
217,197,171
218,198,174
219,199,173
218,199,170
217,197,170
218,198,171
219,199,171
219,199,171
220,200,174
219,199,175
219,199,174
219,199,174
220,200,175
220,200,173
220,200,173
221,203,176
220,202,176
222,202,177
220,203,177
221,204,178
219,202,176
222,205,179
222,205,179
221,204,178
220,203,177
218,201,176
221,203,180
221,203,179
220,202,181
231,219,209
225,210,193
227,207,192
225,207,189
225,206,187
226,207,190
226,207,190
226,208,189
226,207,191
225,207,188
224,206,186
225,207,187
225,207,187
225,207,187
224,206,184
224,206,184
224,206,184
223,205,183
224,206,184
224,206,184
225,207,185
223,205,183
223,205,183
222,205,181
223,205,181
223,204,182
223,203,178
221,201,175
220,200,174
221,201,177
224,207,190
225,218,212
225,220,216
227,221,221
157,145,143
137,117,124
176,140,131
184,133,131
182,104,109
181,96,102
206,156,140
211,177,147
217,184,153
217,188,159
211,189,161
205,177,155
203,132,119
193,145,126
214,134,123
220,183,149
216,191,160
216,185,151
217,188,152
218,205,188
225,221,218
226,219,214
223,214,205
224,213,203
221,205,188
218,201,178
216,199,172
218,199,172
219,200,172
218,198,171
218,198,171
217,198,173
217,199,175
218,200,176
219,199,174
217,197,171
218,198,170
218,198,173
219,199,177
220,200,177
219,199,173
218,198,171
218,198,171
219,199,174
218,198,173
220,200,174
218,198,172
219,199,173
220,200,175
218,198,173
218,198,172
219,199,172
219,198,173
220,201,176
220,203,177
222,205,179
222,205,179
221,204,178
223,206,180
222,205,179
221,204,178
220,203,177
220,202,177
221,203,180
222,204,181
222,204,183
232,219,208
226,210,194
226,206,190
225,206,189
225,206,189
224,205,188
227,208,191
226,209,190
226,207,190
225,206,186
225,207,185
225,207,185
225,207,187
224,206,186
224,205,187
224,205,187
224,206,185
223,205,183
223,205,184
223,205,184
224,206,186
225,207,185
224,206,184
224,206,183
223,205,182
223,205,182
220,201,176
222,200,176
221,201,176
220,200,175
222,202,179
225,212,204
225,219,216
226,222,222
207,197,194
153,130,127
183,151,136
191,147,142
196,141,137
189,111,111
186,129,122
193,152,133
206,177,148
217,188,157
219,192,160
217,186,164
206,92,87
210,90,84
210,120,97
223,184,148
215,193,161
216,187,156
215,190,157
226,217,211
224,219,216
224,219,214
225,216,211
224,210,198
220,202,182
218,199,172
220,199,175
218,199,170
217,198,170
217,197,172
219,199,173
218,199,175
217,199,175
218,200,175
218,198,173
218,198,173
217,198,172
219,199,174
218,199,175
218,199,176
218,199,175
219,199,173
218,198,172
217,197,172
217,197,172
217,197,172
219,199,173
218,198,172
218,198,171
218,198,172
218,198,171
220,200,173
220,200,173
222,202,175
222,203,176
220,203,177
222,205,179
223,205,180
221,204,179
220,202,178
220,202,178
222,204,180
221,203,179
221,203,180
223,205,183
222,205,180
231,219,207
226,210,194
225,205,189
226,207,190
225,206,189
226,207,190
226,207,190
224,208,189
225,207,185
225,206,185
224,206,186
223,205,185
224,206,186
224,206,186
223,205,184
223,205,185
223,205,183
224,206,184
224,206,184
224,206,186
225,207,187
224,206,184
224,206,184
223,205,183
224,206,184
223,206,183
221,202,177
221,199,175
221,201,176
219,199,174
221,200,175
223,209,198
227,219,215
226,221,221
224,220,218
198,177,170
173,135,120
178,135,119
207,174,154
206,164,146
188,144,129
199,151,127
204,173,145
204,181,151
209,184,156
219,191,166
221,192,162
220,191,161
220,190,159
220,194,165
219,193,165
219,193,160
217,193,162
226,216,210
224,219,216
225,220,215
226,218,214
224,215,208
223,210,197
223,204,185
219,197,169
218,198,172
217,197,172
218,198,173
219,199,174
219,200,175
217,199,175
218,200,175
219,199,174
219,199,174
217,197,172
218,198,173
219,201,175
217,200,174
217,199,173
218,198,173
218,198,173
218,198,173
217,197,172
218,198,173
218,198,173
219,199,173
217,197,170
218,198,171
219,199,172
221,201,174
222,202,175
221,201,174
221,202,175
221,204,178
218,201,175
221,203,179
222,204,180
221,203,179
221,203,179
222,204,180
222,204,180
221,203,179
223,205,183
222,204,183
231,219,207
225,209,192
226,207,189
226,208,191
225,207,190
226,207,190
225,206,189
225,208,189
226,208,185
225,206,185
225,207,187
226,207,187
224,206,185
225,207,186
223,205,183
223,205,183
223,205,184
224,206,184
225,207,184
225,207,186
224,206,185
223,205,183
223,205,183
222,204,181
223,205,182
222,203,180
221,202,177
222,201,177
219,199,174
220,200,175
221,198,171
222,206,188
227,219,213
227,220,217
222,217,211
226,221,218
209,186,183
187,142,132
202,165,145
207,167,147
203,164,145
176,128,111
209,176,150
215,193,165
217,192,165
209,186,158
216,190,164
220,193,164
218,194,161
213,188,158
217,192,160
217,192,159
218,194,163
221,210,196
224,220,217
226,220,215
226,220,214
224,219,214
225,219,214
226,216,207
217,199,174
217,199,172
216,196,169
217,197,170
218,198,172
219,199,174
219,200,176
217,198,173
219,199,174
219,199,174
219,199,174
218,198,173
220,201,175
218,199,172
217,198,170
217,197,171
219,199,174
218,198,173
217,197,172
219,199,173
219,199,173
219,199,173
218,198,171
218,198,171
219,199,172
220,200,174
220,200,174
219,199,172
221,202,175
221,204,178
222,205,179
222,204,180
221,203,179
221,203,179
222,204,180
222,204,180
222,204,180
221,203,181
223,204,182
220,203,182
230,218,206
224,209,190
227,209,190
224,207,189
225,208,189
226,208,188
225,207,188
226,208,188
225,207,187
224,206,185
224,206,184
225,207,185
223,205,183
223,205,183
223,205,183
224,206,184
224,206,185
224,206,184
224,206,182
224,206,184
224,206,184
224,206,184
223,205,183
221,203,180
223,205,181
222,203,179
222,202,177
222,202,177
221,201,176
220,200,175
219,198,171
222,207,190
226,219,216
226,219,215
223,216,209
227,222,222
222,220,217
190,148,140
209,168,146
204,161,141
199,148,134
174,118,104
209,178,153
215,192,164
218,193,164
218,193,163
208,185,156
205,184,156
210,186,154
214,188,157
217,190,160
219,194,159
219,195,164
224,212,199
225,221,217
225,219,214
224,217,214
226,217,213
228,222,219
226,220,215
221,204,187
221,199,176
219,200,177
216,197,171
218,198,173
218,198,172
218,198,173
219,199,174
219,199,174
218,198,173
218,198,173
218,198,173
220,200,174
218,198,171
216,196,169
216,197,170
218,198,172
218,198,173
218,198,173
219,199,173
220,200,173
220,200,173
217,197,170
219,199,172
219,200,172
220,200,175
217,197,171
219,199,172
221,202,175
220,203,177
220,203,177
221,203,178
222,204,179
222,205,180
223,205,181
222,204,180
223,205,180
221,203,181
220,200,180
220,203,181
230,217,206
225,209,190
227,208,190
225,208,190
225,208,189
226,208,187
225,207,186
226,208,189
226,208,189
224,206,185
224,206,184
224,206,184
223,205,184
223,205,183
223,205,183
224,206,184
225,207,186
224,206,185
223,205,183
226,208,186
224,206,184
224,206,184
224,206,184
222,204,181
223,205,181
222,203,179
222,203,178
223,203,178
222,202,177
221,201,177
222,205,188
224,214,206
224,219,212
225,220,217
224,220,215
226,222,221
224,213,210
179,130,121
203,159,139
196,151,134
188,133,124
181,128,113
209,184,157
216,195,167
217,192,164
217,191,161
218,189,156
217,186,152
219,185,152
219,190,158
216,191,159
218,196,167
218,194,168
221,206,186
228,224,219
226,220,215
222,215,208
218,205,194
230,225,222
226,224,223
225,219,214
222,213,201
221,205,187
217,198,176
217,197,174
218,198,173
218,198,172
218,198,173
220,200,175
217,197,172
217,198,169
218,199,169
219,199,172
219,199,173
219,199,173
218,198,173
217,198,169
218,198,172
217,197,172
218,198,172
218,198,171
219,199,172
218,198,171
219,199,172
218,199,169
218,199,171
220,200,173
219,199,173
220,201,174
220,203,177
220,203,177
221,204,176
220,203,175
221,203,178
221,203,179
221,203,179
222,205,178
221,204,180
223,203,183
221,204,182
229,217,205
224,209,190
227,208,190
226,207,190
225,207,190
225,208,190
226,209,191
228,209,191
227,208,190
225,207,185
225,207,185
225,207,187
223,205,184
223,205,185
224,206,184
224,206,184
224,206,184
226,208,187
225,207,189
224,206,186
224,206,186
225,207,185
224,206,184
223,205,183
223,205,181
222,204,179
221,203,179
222,204,180
221,201,179
224,208,191
224,212,203
227,218,211
226,219,214
224,218,214
225,222,219
227,223,221
224,217,219
204,174,158
202,159,144
201,162,145
201,149,131
180,134,116
212,184,159
216,193,165
218,193,165
218,194,166
218,195,167
217,195,165
217,193,162
216,193,160
217,196,167
216,195,171
215,194,168
216,194,170
225,213,204
230,223,222
225,217,206
216,202,186
225,219,217
227,224,219
228,225,223
227,225,225
228,224,220
225,218,210
223,210,199
219,203,186
216,198,175
217,198,171
218,199,174
217,195,171
218,198,170
218,199,171
219,201,175
218,200,176
219,200,176
219,199,174
219,199,171
219,199,175
219,199,175
219,199,174
219,199,174
219,199,174
218,198,173
218,198,173
218,198,170
219,200,171
220,200,174
219,199,175
218,199,174
219,202,176
219,202,176
220,203,177
222,204,179
221,204,179
222,204,180
222,204,182
222,204,182
222,204,182
222,204,184
223,205,182
229,217,205
224,208,189
227,207,189
227,208,191
226,207,190
226,209,191
226,209,191
226,208,186
225,207,186
225,206,186
224,206,184
221,203,179
222,204,181
223,205,182
223,205,183
225,207,185
225,207,185
226,208,187
226,207,189
225,207,187
224,206,186
225,207,185
224,206,184
225,207,185
222,204,180
223,206,180
221,203,179
222,204,180
223,208,189
224,213,202
226,217,209
226,220,214
226,220,216
224,215,212
227,221,219
227,223,221
226,219,221
200,163,154
200,155,143
196,145,131
170,123,101
209,183,162
215,195,170
218,194,165
216,194,164
219,195,167
217,194,166
217,195,165
217,193,161
216,193,159
215,195,165
216,194,173
217,195,170
217,195,165
218,196,165
216,198,167
214,194,162
215,200,179
223,219,216
220,211,207
209,199,189
228,223,222
225,224,223
226,223,222
226,222,221
225,220,217
221,211,199
218,202,181
218,199,174
219,197,173
219,199,174
218,198,173
218,200,174
218,201,173
218,200,172
218,198,171
219,199,174
220,200,174
219,199,173
221,201,176
220,200,175
218,198,173
218,198,173
219,199,174
219,199,174
219,199,174
219,199,173
220,200,174
220,201,175
219,202,176
221,204,178
222,204,181
222,204,181
220,203,178
221,203,179
221,203,181
222,204,182
222,204,182
223,205,183
223,205,184
229,216,202
225,209,190
227,206,189
227,208,191
226,207,191
226,207,192
227,208,193
225,207,187
226,208,187
225,207,186
224,206,184
222,204,182
223,205,183
223,205,182
224,205,187
223,205,186
223,205,184
225,207,185
224,206,185
224,206,185
223,205,184
222,205,183
222,206,183
223,206,183
223,205,181
222,203,179
224,204,179
223,203,179
223,210,193
225,217,210
227,218,214
227,219,216
221,215,205
226,220,216
228,222,220
228,222,219
226,218,212
156,121,111
154,108,91
168,125,104
210,184,159
217,196,174
216,195,172
217,195,166
217,196,165
219,196,165
219,194,164
217,193,162
218,194,159
217,194,162
212,191,166
213,192,168
216,195,168
216,195,167
218,195,165
218,194,158
217,195,161
214,194,167
226,220,215
220,215,211
207,188,169
203,185,166
214,204,193
217,211,205
225,221,219
224,221,216
227,220,216
223,213,207
219,205,186
218,198,172
217,200,172
217,199,172
218,199,172
218,199,172
219,199,171
219,199,171
220,200,175
220,200,175
219,199,174
221,200,176
220,200,176
219,199,175
218,198,173
219,199,171
219,199,172
219,199,173
219,199,172
219,199,172
221,201,174
221,201,175
222,202,178
221,204,179
222,205,179
220,203,178
221,203,179
221,203,180
221,203,180
222,204,180
223,205,180
223,205,183
229,215,201
225,208,189
227,206,189
227,208,191
225,206,189
226,208,189
226,207,189
226,208,188
226,208,188
224,206,185
224,206,184
224,206,184
225,207,185
224,206,184
224,206,185
222,204,184
223,205,183
225,207,185
223,205,183
224,206,184
224,206,184
224,204,182
225,205,183
224,205,182
221,203,179
222,203,180
223,203,179
222,202,176
223,207,188
226,220,214
228,221,219
224,218,213
229,223,218
227,222,219
225,220,216
227,222,220
196,188,183
215,204,198
196,173,143
218,190,142
217,195,160
219,197,170
216,194,168
214,193,165
217,196,167
218,195,164
219,194,163
218,193,161
217,193,157
216,194,158
214,193,166
212,192,166
215,194,167
217,195,169
218,196,168
219,195,162
217,195,164
216,195,158
218,206,190
220,209,204
213,172,139
218,179,147
215,186,158
205,182,159
209,197,186
223,218,214
225,219,216
221,213,209
207,196,190
217,201,176
218,201,172
219,202,174
220,201,174
221,201,174
220,200,172
219,199,171
220,200,175
220,200,175
219,199,174
219,199,173
220,200,174
218,198,171
218,198,171
219,199,173
218,198,171
220,200,173
220,200,173
218,198,171
220,200,173
222,202,176
223,203,179
221,204,178
221,204,178
221,204,179
222,204,180
221,203,179
222,204,180
224,206,182
223,205,180
223,205,183
229,215,202
225,208,190
227,207,189
226,207,190
226,207,189
227,208,190
226,208,189
226,208,188
226,208,188
226,208,187
224,206,184
223,205,183
223,205,182
224,206,183
224,206,184
224,206,184
223,205,183
224,206,184
224,206,184
223,205,182
223,205,182
224,205,183
225,205,184
223,205,181
223,205,180
220,202,178
222,202,179
222,201,173
223,209,192
226,221,214
227,222,222
227,223,216
227,224,222
228,222,217
206,197,188
224,219,218
216,208,200
216,212,208
210,192,171
218,194,155
218,194,155
217,194,161
218,197,167
214,193,166
215,194,167
218,195,165
216,191,161
218,193,162
215,191,158
214,191,163
208,188,167
211,189,166
216,194,167
218,196,171
218,195,169
219,195,163
219,195,164
218,195,165
215,193,168
220,209,203
206,175,140
218,186,152
211,181,143
211,184,151
205,183,159
218,209,203
223,218,214
219,210,206
214,199,179
220,199,174
218,200,175
220,201,174
220,200,171
221,201,173
220,201,172
219,199,171
220,200,174
218,199,173
219,200,174
219,200,176
219,199,176
219,200,176
216,197,171
216,198,171
216,198,171
217,199,172
220,200,174
219,199,172
220,200,174
220,201,175
222,203,178
221,204,178
222,205,179
221,203,179
220,202,178
222,204,180
222,204,180
223,205,181
223,206,180
224,206,185
229,215,203
224,207,189
227,206,188
227,208,191
227,208,191
227,208,191
226,207,190
226,208,188
226,208,188
226,208,187
225,207,186
223,205,184
224,206,183
224,206,183
224,206,185
225,207,186
225,207,184
224,206,184
224,206,186
224,206,183
223,205,183
224,206,184
225,207,185
222,204,181
221,204,179
222,204,180
222,203,179
221,200,174
223,210,195
224,220,212
227,222,223
226,222,222
218,209,202
212,193,182
208,186,162
222,212,206
218,209,201
214,209,203
200,186,172
214,192,164
219,194,159
219,194,162
219,197,165
218,195,166
220,198,171
220,196,167
219,195,164
217,193,163
218,194,164
215,194,163
214,193,165
217,194,165
218,194,165
217,196,170
218,196,169
219,194,162
218,194,160
219,196,167
217,195,170
218,201,187
209,177,147
212,183,153
211,183,129
215,184,139
214,191,162
205,200,192
222,218,213
216,210,204
211,201,187
221,210,194
222,213,201
223,212,199
220,205,184
220,199,172
220,201,173
220,200,173
219,199,172
216,199,173
215,198,172
216,199,173
218,200,175
218,200,176
217,199,175
217,199,174
215,198,173
216,199,174
220,201,176
221,201,175
220,201,175
218,201,175
221,204,178
221,204,178
222,205,179
221,204,179
222,204,180
222,204,180
222,204,180
223,205,181
223,204,184
225,207,184
228,214,202
225,208,190
228,208,190
227,208,191
226,207,190
226,207,191
226,207,190
226,208,188
226,208,188
225,207,188
225,206,188
224,205,187
223,205,185
224,206,185
224,206,188
225,206,188
224,206,184
225,207,185
226,208,188
225,207,187
224,206,186
224,206,184
225,207,185
223,205,183
222,204,182
222,204,181
222,203,179
223,202,177
222,205,185
225,220,214
228,220,217
202,184,157
215,179,93
215,179,119
217,189,159
212,196,181
221,213,207
213,204,199
210,200,194
202,184,163
219,197,168
221,196,166
220,196,162
219,194,163
219,196,167
218,195,166
218,195,164
217,195,165
218,196,166
215,194,163
216,192,162
219,192,158
219,194,163
218,196,167
218,195,169
221,196,165
219,195,162
217,195,167
217,194,165
211,187,159
208,174,146
210,180,145
216,183,123
