r,g,b
216,198,173
218,200,174
217,200,173
218,201,175
219,201,178
219,202,176
218,201,176
216,199,174
218,201,175
216,199,173
217,199,174
217,198,173
216,198,171
216,199,171
216,199,174
217,200,175
215,198,172
218,200,175
218,200,176
218,200,176
217,200,173
218,200,175
218,200,176
218,200,176
217,200,175
218,201,176
219,201,177
218,200,176
218,200,176
217,199,176
218,200,179
218,200,179
218,200,178
220,202,179
221,203,182
224,206,184
228,220,210
223,207,186
225,207,188
226,208,188
225,207,187
224,206,186
224,206,186
224,206,186
224,206,186
224,206,184
222,204,182
222,205,183
223,205,183
225,203,182
223,205,180
222,204,179
221,203,178
221,203,179
221,203,179
220,202,178
222,204,180
224,204,180
224,204,180
222,204,180
222,204,180
222,204,180
222,204,180
220,202,178
222,202,177
220,200,175
220,200,176
220,200,176
219,199,175
218,198,173
219,199,174
217,197,173
218,197,175
216,197,174
217,199,175
217,199,175
216,198,174
217,199,175
216,198,174
214,196,172
211,194,169
217,200,174
219,201,176
219,201,178
217,199,177
218,200,176
218,200,176
217,199,175
218,200,176
217,198,175
218,197,176
218,197,176
219,199,174
219,199,174
219,199,175
219,199,175
219,200,175
218,200,176
217,199,175
218,198,173
218,198,174
217,199,174
217,200,174
218,201,175
218,201,175
218,200,175
219,201,177
219,201,177
219,201,176
217,200,174
218,200,174
218,198,173
219,199,173
217,199,173
215,198,172
217,200,174
215,198,172
218,201,175
218,200,176
217,199,175
217,200,174
217,200,174
217,200,174
218,201,175
217,200,174
217,200,174
218,201,175
217,200,174
218,201,175
219,201,177
218,200,179
220,201,182
221,203,179
221,203,179
223,205,181
224,206,185
229,221,211
224,209,187
225,207,187
226,208,188
224,206,186
224,206,186
223,205,185
225,207,187
225,207,187
224,206,185
223,205,183
223,206,183
223,206,184
226,205,184
224,207,183
222,204,181
221,203,179
222,204,180
221,203,179
220,202,178
222,204,180
224,204,180
224,204,180
223,204,180
221,203,179
222,204,180
222,204,180
222,204,180
222,202,177
220,200,175
221,201,175
220,200,173
220,200,174
219,199,174
218,198,173
219,199,174
218,198,175
217,198,175
217,199,175
217,199,175
217,199,175
216,198,174
216,198,174
216,198,174
215,197,172
217,200,174
217,200,174
218,200,175
218,201,175
218,200,176
217,199,175
217,199,175
216,198,174
217,198,174
217,197,173
218,198,175
215,195,169
218,198,172
218,198,173
219,199,175
216,197,172
216,199,172
216,199,171
217,198,167
218,198,173
218,199,175
215,198,172
216,199,172
219,202,174
218,200,178
220,202,178
219,201,177
219,201,176
218,201,175
217,199,173
218,198,174
219,199,175
216,199,173
215,198,172
216,199,173
216,199,173
215,198,173
218,200,176
217,199,175
216,199,173
215,198,172
217,200,174
217,200,174
216,199,173
216,199,173
216,199,173
216,199,173
217,200,174
217,200,174
218,200,176
220,202,179
219,201,177
221,203,179
223,205,181
225,207,186
232,221,212
225,208,187
227,208,190
225,206,189
224,205,188
224,205,188
226,207,190
225,207,187
225,207,187
223,205,184
223,205,183
223,206,183
223,206,184
223,206,184
223,205,183
223,205,183
223,205,184
220,202,180
221,203,180
222,204,182
221,203,181
221,203,181
221,203,178
220,203,178
221,203,179
221,203,179
222,204,180
222,204,180
222,202,177
220,200,175
220,200,175
221,201,176
218,198,173
220,200,175
219,199,174
219,199,174
218,198,173
219,199,174
219,199,175
220,200,176
219,200,176
219,199,175
219,199,174
219,199,174
218,199,175
219,201,176
218,200,175
220,200,175
221,200,176
219,199,175
219,198,174
218,197,175
218,197,174
218,198,175
215,198,172
216,199,173
217,199,173
216,199,173
217,198,173
216,196,172
216,196,171
219,199,174
218,198,173
217,197,170
217,197,170
217,197,172
218,198,173
218,198,173
218,200,176
218,200,176
219,201,177
219,201,177
218,200,176
217,199,174
217,200,172
219,199,174
219,199,174
215,197,173
216,199,172
217,200,174
216,198,174
216,198,174
218,200,176
218,200,176
218,200,176
216,198,174
217,200,174
215,198,172
215,198,172
214,197,169
214,197,170
217,200,174
216,199,173
217,200,175
218,200,176
219,201,177
219,201,179
221,203,181
222,204,180
225,207,185
232,222,212
226,209,188
227,208,190
228,209,192
226,207,190
227,208,191
226,207,190
225,207,187
225,207,187
222,204,183
223,205,183
224,205,183
224,203,182
225,204,183
223,205,183
223,205,183
224,206,185
222,204,182
221,203,180
221,203,181
222,204,182
221,203,181
222,204,180
221,203,178
221,203,179
222,204,180
223,205,181
222,204,180
222,202,177
221,201,176
221,201,176
221,201,176
219,199,174
220,200,175
220,200,175
219,199,174
217,197,172
217,197,173
219,199,175
219,199,175
219,199,175
219,199,175
219,199,174
218,198,173
219,200,175
218,200,176
219,200,176
220,200,177
219,204,181
221,200,177
219,203,181
218,201,179
216,198,175
216,199,175
214,197,171
216,199,173
217,200,174
216,199,173
217,198,171
216,196,169
218,198,171
218,198,173
217,197,172
218,198,171
218,198,171
218,198,172
218,198,173
217,198,173
218,200,176
219,201,177
219,201,177
218,200,176
218,200,176
217,200,175
219,201,174
219,199,174
218,198,173
217,198,174
216,199,172
217,199,173
216,198,174
218,200,176
219,201,177
218,200,176
217,199,175
216,198,174
216,198,173
217,200,174
216,199,173
216,198,174
216,199,174
217,200,174
216,199,173
218,200,175
217,199,175
218,200,177
220,202,180
220,202,180
221,204,179
224,206,184
232,222,212
225,208,186
226,207,187
225,207,187
223,204,184
226,207,187
226,207,190
225,207,187
225,207,187
223,205,184
224,206,184
223,205,183
222,203,181
224,204,182
222,204,180
222,205,180
222,204,181
222,204,181
222,204,180
220,202,179
222,204,180
221,203,180
221,203,179
221,202,177
222,203,178
223,204,179
224,205,180
223,203,179
224,204,180
223,203,178
221,201,176
219,199,173
220,200,174
220,201,173
220,200,172
219,199,173
219,199,174
218,198,171
219,200,172
219,199,171
220,200,175
220,201,174
219,200,175
218,198,173
219,198,174
221,205,185
221,206,185
222,205,184
221,208,196
220,206,190
220,207,196
219,207,194
217,202,184
216,199,179
215,196,173
219,198,173
217,198,173
217,197,171
217,197,168
217,198,168
218,198,171
217,197,171
217,197,171
217,198,170
217,197,171
217,197,171
218,198,171
218,199,173
219,200,175
220,201,177
219,202,177
219,201,176
220,201,176
219,200,175
218,199,173
219,199,172
219,199,172
219,199,174
218,199,173
217,199,174
216,199,174
218,201,176
217,199,174
218,200,175
216,199,174
216,199,174
217,200,174
217,200,174
217,200,174
218,200,175
217,199,175
216,199,173
217,200,174
218,201,175
218,200,175
218,201,175
220,203,177
221,203,180
222,204,180
224,206,182
232,222,211
225,208,185
227,209,188
225,207,187
223,205,185
225,207,187
225,207,187
224,206,186
224,206,186
223,205,183
223,205,183
223,205,182
223,205,181
222,204,181
220,203,177
220,203,177
223,205,180
223,205,181
221,203,179
222,204,180
221,203,179
220,202,178
221,203,179
223,203,179
222,202,177
225,205,180
224,204,179
224,204,179
223,203,179
222,202,178
221,201,175
220,200,173
219,199,172
221,201,174
221,201,174
220,200,175
219,199,174
220,200,174
220,200,173
220,200,173
220,200,176
220,200,175
217,200,175
220,204,189
221,205,190
220,213,205
220,214,205
219,205,190
220,204,186
217,200,181
218,200,184
216,199,181
217,200,180
217,199,180
218,201,181
218,201,182
218,201,180
218,198,175
218,198,172
218,198,172
219,199,172
218,198,171
217,197,170
218,198,169
218,198,173
218,198,172
218,198,171
219,199,172
220,200,175
222,202,177
220,203,177
220,203,177
219,200,175
220,200,175
219,199,173
218,198,171
219,199,172
219,199,174
219,199,174
218,200,174
217,200,174
219,202,176
219,202,176
218,201,175
216,199,173
217,200,174
217,200,174
217,200,174
218,201,175
218,201,174
217,199,175
216,199,173
217,200,174
218,201,175
219,202,176
220,203,177
221,203,178
221,204,178
221,204,179
224,207,182
233,223,211
226,209,186
227,208,189
226,208,190
224,205,188
224,206,187
224,206,184
225,207,187
223,205,185
223,205,183
222,205,182
222,205,181
222,205,179
222,205,179
222,204,179
222,205,179
221,203,178
221,203,178
221,202,178
221,203,178
220,202,178
221,202,178
221,202,178
222,202,178
223,203,178
225,205,180
225,205,180
223,203,178
223,203,179
221,201,177
222,202,176
221,200,173
221,200,174
219,199,174
221,201,176
221,200,175
218,198,174
219,199,174
218,197,171
218,198,173
222,203,182
221,202,182
220,205,186
222,208,198
208,193,178
209,190,174
197,167,146
175,137,116
192,159,134
195,167,139
196,169,144
196,170,146
183,160,137
178,154,132
193,170,147
210,189,168
217,199,180
218,199,179
219,200,179
218,199,176
220,199,171
219,199,171
218,198,170
218,198,170
218,198,172
218,198,172
219,199,172
219,199,172
221,201,175
221,201,176
221,203,177
218,200,175
219,199,173
218,198,173
218,198,172
218,199,172
219,200,174
220,201,175
220,200,176
219,201,176
217,199,174
219,202,176
218,201,175
217,200,174
217,200,174
217,200,174
217,200,174
217,199,173
215,198,171
215,198,171
216,198,174
218,200,175
218,201,174
219,202,175
219,202,176
221,203,179
220,202,178
220,203,176
221,202,177
222,205,180
233,224,212
229,212,188
227,209,188
227,209,189
225,207,187
223,205,185
222,204,184
223,205,185
223,205,185
223,205,184
224,206,185
218,199,178
222,204,180
223,205,181
223,203,178
223,203,178
223,202,178
223,202,179
223,202,178
222,202,177
222,202,177
221,201,176
222,202,177
222,202,177
222,202,177
223,203,178
225,205,180
224,204,179
223,203,178
222,202,177
222,201,175
220,199,172
220,199,172
220,199,172
222,201,174
221,200,173
220,199,172
218,198,167
220,200,176
224,209,198
226,213,206
221,214,208
216,197,179
176,148,135
181,151,136
192,161,139
189,155,130
191,154,130
192,157,128
202,173,145
206,179,155
198,172,144
204,178,148
191,159,129
196,169,141
178,146,119
189,159,130
200,177,152
213,196,176
219,204,187
220,199,174
217,198,170
218,198,171
219,199,172
219,199,172
219,199,172
219,199,172
219,199,172
220,200,173
222,202,175
222,202,177
220,200,177
220,200,173
219,199,172
219,200,173
217,200,174
218,201,175
218,201,174
218,201,176
218,200,176
218,200,176
219,201,176
218,201,175
217,200,174
216,199,173
216,199,173
218,199,174
217,197,171
217,198,173
215,198,172
216,199,171
216,199,173
218,201,173
220,203,174
220,202,177
222,204,180
221,203,181
221,204,178
220,201,175
221,203,178
233,223,212
228,211,188
227,209,188
227,209,189
225,207,187
226,208,188
225,207,187
223,205,185
223,205,185
223,205,184
222,204,182
222,204,181
222,204,180
222,204,180
224,204,179
223,203,178
223,203,178
222,202,177
223,203,178
222,202,177
222,202,177
221,201,176
222,202,177
221,201,176
222,202,177
223,203,178
224,204,179
224,204,179
223,203,178
223,203,178
222,201,175
220,199,172
220,199,172
219,198,171
220,199,172
218,197,168
218,196,170
220,201,181
221,214,203
223,217,209
204,189,175
162,133,123
170,139,130
180,148,129
200,169,140
211,181,152
216,186,152
197,163,132
204,178,147
216,189,159
205,180,155
209,186,154
204,174,141
207,179,144
209,184,152
206,176,145
194,165,132
196,166,132
199,174,146
217,198,177
218,196,172
217,197,173
218,198,173
218,198,172
219,199,172
218,198,171
219,199,172
220,200,173
220,200,173
221,201,174
221,201,177
220,200,173
219,199,174
219,199,172
219,200,173
217,200,174
216,199,173
219,201,178
218,201,174
216,199,173
218,200,176
220,202,178
218,201,175
217,200,174
215,198,172
215,198,172
218,200,172
217,198,169
216,197,169
215,198,171
217,200,172
217,200,174
218,201,173
219,202,173
220,203,177
221,203,180
221,203,181
220,203,178
219,202,176
221,202,177
235,223,212
228,209,186
227,208,188
227,209,189
225,207,187
225,207,187
224,206,186
225,207,187
225,207,187
223,205,182
223,205,181
224,206,182
223,205,181
223,205,181
222,204,178
222,205,179
222,203,178
221,201,176
222,202,176
221,201,174
221,201,174
223,203,178
223,203,178
223,203,177
223,203,176
223,203,177
224,204,179
224,204,179
223,203,178
224,204,179
223,203,177
222,201,174
218,197,169
218,197,167
218,197,167
219,196,167
221,206,190
224,216,210
218,205,191
168,147,137
136,109,107
182,153,135
204,179,153
207,178,154
193,158,131
211,182,149
206,174,142
204,170,140
215,187,158
209,181,148
207,176,145
211,183,148
209,177,146
209,183,153
210,186,154
208,177,144
209,180,145
200,168,135
199,168,140
205,181,155
217,197,171
217,197,171
219,199,174
218,198,173
221,201,176
219,199,174
219,199,174
220,201,175
219,202,176
219,202,176
220,201,172
220,200,174
220,200,176
218,198,174
219,200,175
217,200,174
217,200,174
221,200,179
221,201,177
218,200,173
217,200,173
220,202,176
218,201,176
218,201,173
215,198,170
214,196,171
216,199,173
216,199,170
216,199,168
218,198,171
218,198,171
217,200,174
218,201,175
219,202,176
219,202,177
222,205,179
221,204,177
219,201,177
216,199,174
218,201,176
234,222,211
228,209,187
227,208,188
227,209,189
226,208,188
226,208,188
225,207,187
224,206,186
223,205,185
222,204,181
223,205,181
224,206,182
222,204,180
223,205,181
222,205,179
222,205,179
223,204,179
221,201,176
222,202,176
221,201,174
222,202,175
223,203,178
223,203,178
224,204,178
224,204,177
223,203,176
224,204,179
224,204,179
222,202,177
222,202,177
224,203,177
221,200,173
220,199,172
218,197,170
217,196,169
221,204,186
223,218,211
208,197,183
147,122,126
140,117,113
197,168,143
205,175,146
207,179,154
206,176,148
199,157,127
209,166,134
209,172,141
215,183,157
214,177,151
208,162,132
204,155,126
204,162,128
213,177,144
203,165,138
211,178,149
206,175,142
208,178,150
187,155,125
202,171,135
203,179,150
216,199,172
217,198,168
218,198,171
220,200,175
221,201,176
221,201,176
219,199,174
219,199,174
219,202,176
219,202,176
221,201,176
219,199,172
219,199,174
219,199,175
219,200,176
217,200,174
218,201,175
221,201,176
220,200,177
217,198,175
216,198,174
219,201,176
218,200,176
218,201,174
216,199,172
216,198,173
216,198,174
218,201,175
218,200,172
219,199,172
219,199,172
217,200,174
218,201,175
218,201,176
220,202,179
221,204,179
221,204,177
218,200,176
216,198,176
218,201,175
234,222,211
229,210,188
229,210,189
227,209,189
227,209,189
225,207,187
226,208,188
224,206,185
222,204,183
222,204,182
222,204,181
223,205,183
223,205,182
223,205,182
222,205,180
222,204,179
223,204,180
221,202,178
222,203,177
222,202,176
224,204,178
223,203,178
224,204,179
224,204,178
223,203,177
224,204,179
224,204,179
225,205,180
220,200,175
223,203,178
222,202,177
222,201,175
220,199,173
218,196,172
222,205,190
226,214,205
207,196,188
121,102,106
134,111,111
199,166,142
192,162,143
166,136,121
184,149,130
189,151,126
201,149,127
202,146,128
210,172,150
213,183,157
212,186,155
217,190,160
217,189,159
211,178,145
208,164,136
205,159,131
204,164,135
208,177,144
181,149,125
192,152,120
200,164,132
206,182,157
218,200,180
219,200,175
219,200,175
219,200,175
221,200,176
220,199,174
220,200,175
219,200,175
221,202,176
220,201,175
220,200,175
219,199,172
219,200,174
217,199,174
218,200,175
217,200,175
219,201,176
219,200,175
220,201,178
219,201,177
218,200,176
219,201,177
218,201,175
217,200,174
217,200,174
218,200,175
217,199,175
217,199,174
219,202,175
219,201,174
220,202,175
218,201,175
218,201,175
218,200,176
219,201,178
220,203,179
221,204,179
219,201,177
217,200,177
222,205,180
234,222,211
230,211,189
228,209,189
227,209,189
226,208,188
225,207,187
225,207,187
224,206,184
222,204,182
223,205,183
224,206,184
223,205,183
223,205,183
222,204,182
222,204,180
221,203,179
222,204,181
220,202,178
222,204,178
222,202,177
222,202,177
224,204,179
224,204,179
224,204,179
224,204,179
225,205,180
225,205,180
224,204,179
223,203,178
222,202,177
222,202,177
222,202,177
219,198,174
224,208,190
224,218,213
214,206,195
174,151,136
83,68,79
170,139,125
189,159,135
164,134,114
200,164,136
213,185,153
215,191,162
217,190,162
218,186,160
219,192,166
219,193,166
219,194,164
218,193,163
217,192,162
206,184,153
200,164,134
202,158,120
205,166,135
208,174,146
185,150,123
207,172,132
198,159,126
205,176,146
220,204,189
222,208,197
220,207,192
219,202,177
222,200,176
220,199,175
220,200,175
220,200,175
219,199,174
220,200,175
220,199,177
220,200,177
217,199,174
217,200,174
218,200,175
217,199,175
219,201,177
220,202,178
220,202,178
220,202,178
218,200,176
218,201,176
217,200,174
217,200,174
217,199,175
219,201,177
218,201,176
218,201,175
218,201,175
219,202,176
218,201,175
219,202,176
219,202,176
219,201,176
220,202,178
220,202,178
220,202,178
220,202,178
219,202,177
224,206,183
234,222,210
229,211,188
229,210,190
227,209,189
226,208,188
225,207,188
224,206,185
224,206,184
222,204,182
222,204,182
224,206,184
222,204,182
222,204,182
223,205,183
222,204,181
223,205,181
223,205,182
221,203,179
222,203,178
222,202,177
223,203,178
223,203,178
223,203,178
224,204,179
224,204,179
225,205,180
225,205,179
223,203,178
222,202,176
221,201,175
221,201,176
221,201,175
224,209,191
224,218,214
220,212,204
198,169,142
168,142,124
94,76,78
191,158,130
211,186,155
213,189,153
215,190,158
216,194,161
217,192,162
217,193,163
217,195,164
218,197,168
217,195,168
220,195,168
219,194,165
218,193,163
215,188,157
186,154,121
207,166,125
213,175,143
202,165,142
188,139,106
208,173,138
202,166,136
209,184,156
222,216,210
224,219,215
224,217,209
218,200,175
219,199,173
220,199,174
219,199,174
220,201,176
220,201,176
219,199,174
219,199,173
219,199,173
216,198,172
217,200,174
219,202,176
218,200,175
220,201,177
219,202,177
219,201,177
219,201,176
218,200,175
218,200,175
219,201,175
217,199,173
215,197,173
216,199,174
217,199,174
219,202,175
219,202,175
218,201,175
217,200,174
220,202,177
220,203,177
219,202,177
218,200,176
219,202,177
221,203,180
220,202,179
220,203,177
223,205,181
234,220,206
229,211,187
228,210,190
227,209,189
226,208,188
226,208,187
225,207,188
225,207,187
224,206,183
222,204,181
223,205,183
222,204,182
221,203,181
221,203,181
222,204,182
222,204,182
223,205,182
222,204,180
222,203,179
222,202,177
222,202,177
223,203,178
223,203,178
223,203,178
222,202,177
224,204,179
224,204,177
224,204,177
222,202,175
221,201,174
221,201,175
222,205,184
226,218,214
227,220,218
203,178,156
202,162,126
184,158,131
188,167,145
216,192,153
217,194,159
217,192,161
218,193,162
218,195,161
217,194,162
217,194,164
217,193,164
218,195,166
218,197,166
217,196,168
218,192,164
215,190,160
216,189,158
194,167,137
188,142,101
214,171,141
205,157,123
208,164,122
200,165,130
207,178,140
217,207,192
225,218,214
224,218,212
219,201,181
220,200,173
219,199,172
219,199,173
221,201,176
220,200,176
218,201,176
217,200,174
219,199,174
219,199,172
217,199,172
218,201,175
218,201,175
220,200,175
221,201,176
220,202,176
219,202,176
218,201,174
218,201,174
217,199,173
218,198,173
218,199,171
216,199,173
216,199,173
218,201,176
220,203,176
218,201,173
217,200,174
218,201,175
219,201,177
218,201,176
218,200,176
219,202,176
220,203,176
222,204,178
222,204,178
220,203,177
223,205,180
234,220,205
229,211,187
228,209,189
227,209,189
226,208,188
225,207,187
225,206,187
225,206,190
224,206,187
224,206,184
224,206,184
223,205,183
223,205,183
222,204,182
222,204,182
222,204,182
223,205,181
222,204,180
221,203,178
222,202,177
224,204,179
223,203,178
223,203,178
222,202,177
222,202,177
223,203,177
221,201,174
222,202,175
222,202,175
221,201,174
220,202,178
226,216,209
224,219,214
205,186,169
194,153,114
196,149,115
203,173,143
218,191,156
220,191,161
217,193,164
219,193,165
219,193,165
217,194,163
217,194,161
218,195,161
218,194,165
219,196,170
217,196,167
211,190,159
211,185,157
211,186,155
215,190,158
209,187,158
182,132,95
212,173,131
201,150,109
206,172,133
195,165,134
218,205,188
224,220,216
226,216,209
215,198,174
219,198,169
218,198,171
219,199,172
219,199,173
219,199,174
219,200,174
218,201,174
219,201,177
220,200,175
219,199,172
218,200,172
218,201,175
220,202,176
222,202,177
219,199,174
220,203,177
219,202,176
218,200,175
219,201,177
218,199,174
218,199,171
219,199,174
216,199,173
216,199,173
217,200,174
219,201,177
219,201,178
218,201,175
218,201,175
218,201,174
218,201,174
220,203,175
218,201,175
220,202,178
221,203,178
220,203,177
219,201,178
222,204,181
235,221,209
228,210,191
226,208,188
227,209,189
226,208,188
225,207,187
225,207,186
224,208,189
224,205,185
223,204,183
223,205,183
223,205,183
223,205,183
222,204,182
222,204,180
222,204,180
222,204,181
223,205,183
222,204,181
222,204,179
222,203,179
222,204,179
221,203,179
221,202,177
222,202,177
222,202,176
221,201,174
223,203,176
221,201,175
222,198,172
223,208,189
224,219,215
222,212,209
192,155,124
212,171,125
210,179,146
185,145,120
215,193,161
217,192,161
217,192,160
219,195,165
220,196,169
218,193,164
217,193,162
218,194,162
219,196,165
218,193,165
215,191,161
209,185,154
209,187,157
210,186,155
213,189,158
212,192,163
189,142,106
209,168,128
207,167,135
203,173,140
215,202,183
226,223,223
226,221,217
223,213,203
218,197,171
218,198,174
219,199,173
219,199,172
217,198,173
218,200,175
218,200,176
215,197,172
218,200,176
220,200,176
220,200,176
219,201,175
218,201,175
219,202,176
219,201,177
220,202,178
219,202,176
218,201,175
218,201,175
217,200,174
217,199,173
219,199,174
219,199,174
216,198,173
217,199,175
217,199,175
220,202,178
219,201,177
218,200,177
217,200,175
220,200,175
219,199,174
218,200,174
219,202,176
220,202,177
221,203,179
219,201,177
219,201,177
222,204,182
235,221,209
229,210,192
228,209,189
227,209,189
226,208,188
226,208,188
225,207,187
224,208,189
224,206,185
224,205,183
223,205,183
222,204,182
222,204,182
222,204,182
222,204,180
222,204,180
222,204,181
221,203,181
222,204,182
221,203,179
222,204,180
222,204,180
222,204,180
222,203,178
223,203,178
223,203,177
222,202,175
223,203,176
223,201,176
222,201,180
227,215,209
223,220,220
202,177,159
206,162,120
203,160,111
216,188,158
183,140,118
211,181,154
219,187,159
215,192,160
217,192,160
218,192,164
219,194,164
217,192,162
218,194,164
218,195,164
216,192,161
215,190,160
209,184,154
207,186,152
208,184,155
206,181,153
204,179,149
186,141,106
192,155,118
168,132,113
209,196,182
223,224,224
226,221,218
225,221,217
225,218,215
221,207,194
219,199,174
218,198,174
220,200,176
219,200,176
219,201,177
218,200,176
218,200,176
218,200,176
219,199,174
219,199,173
218,200,174
217,200,174
218,201,175
221,203,179
220,202,178
220,203,177
219,202,176
218,201,175
219,202,176
218,200,174
218,198,173
220,200,175
217,199,175
215,197,173
218,200,176
219,201,177
218,200,177
218,200,178
218,200,175
219,200,174
219,199,174
219,201,175
221,204,178
219,202,177
221,203,179
219,201,177
219,202,175
221,203,182
234,221,209
228,211,192
228,210,191
227,208,191
227,209,191
226,208,188
225,207,187
225,207,187
223,205,184
223,205,184
222,204,182
221,203,180
222,204,181
222,204,181
222,204,181
223,205,182
221,203,180
221,203,181
222,205,180
222,204,180
222,204,180
223,206,181
221,204,179
223,204,179
223,203,177
223,203,176
223,202,175
222,202,175
222,201,176
223,208,194
224,218,213
