r,g,b
219,193,166
222,198,173
223,202,177
219,196,168
218,194,166
220,196,168
221,197,170
222,198,171
215,194,164
218,194,163
218,195,164
222,198,169
223,200,168
223,200,168
224,201,168
212,194,174
213,195,175
211,190,168
210,190,166
210,190,167
211,190,170
206,187,167
206,185,167
195,171,154
132,114,104
80,64,62
87,71,70
107,89,86
61,50,53
59,47,49
56,41,44
53,39,42
31,22,28
41,28,33
34,27,30
32,26,31
11,6,13
11,7,13
36,28,34
51,40,44
49,39,47
62,49,59
58,42,47
70,48,50
77,55,57
64,48,51
68,50,50
60,43,46
65,50,51
67,51,54
70,52,51
129,98,90
124,95,87
76,58,59
53,44,66
49,40,64
32,26,41
55,40,48
83,62,61
93,66,66
73,51,56
48,34,40
43,29,38
49,35,42
63,47,54
50,38,51
49,37,47
69,54,57
84,62,63
88,64,63
57,42,44
52,41,45
79,66,60
160,143,123
206,182,158
211,186,159
213,188,158
213,188,160
216,192,164
220,195,168
215,190,161
219,194,164
219,194,166
220,196,168
220,196,166
221,195,165
220,195,165
222,197,170
221,200,176
221,198,170
221,197,169
220,196,170
222,197,172
220,195,167
221,198,171
222,198,173
222,198,170
224,200,172
224,200,176
221,197,173
218,192,165
220,196,171
219,193,166
219,195,167
223,199,175
220,196,169
219,195,167
219,199,173
220,200,175
222,202,177
219,199,172
217,193,162
222,198,169
222,199,170
218,195,161
221,200,171
223,200,165
213,197,179
214,196,176
210,192,172
209,191,167
208,190,166
207,188,164
202,181,156
196,172,145
174,151,132
117,97,86
63,50,49
96,77,74
69,59,61
50,39,44
49,38,44
54,43,47
52,40,42
31,20,26
34,25,28
32,26,28
35,29,32
34,27,33
19,12,19
22,15,22
30,23,30
44,37,45
50,38,50
62,43,47
66,45,46
89,65,65
67,52,51
74,54,53
55,42,42
58,46,49
60,48,50
70,54,55
127,96,89
125,95,90
74,55,55
38,32,48
45,38,59
30,22,32
79,55,55
100,71,69
110,77,73
98,69,65
70,49,51
73,50,54
77,54,55
61,45,47
45,34,42
49,36,44
62,48,52
73,54,57
84,63,62
89,68,67
72,54,54
54,42,44
55,46,47
112,98,84
199,175,148
208,183,155
215,191,163
218,192,165
218,193,162
214,189,156
218,193,162
220,196,166
221,197,170
221,199,172
223,196,167
222,199,172
218,195,165
219,196,166
223,199,171
224,201,172
222,198,172
223,199,175
223,199,174
223,199,171
223,199,171
223,199,171
222,198,170
221,197,169
221,197,169
219,195,167
221,197,169
217,192,164
218,194,166
220,196,168
221,197,169
220,200,174
219,199,174
220,200,175
223,203,178
222,202,174
221,199,168
224,200,171
221,198,168
223,203,172
224,202,172
222,199,166
215,198,177
213,195,174
210,192,172
208,190,170
209,189,169
206,185,166
201,179,158
193,168,142
180,155,134
97,80,70
60,48,50
91,76,74
52,44,46
40,30,36
56,43,46
53,41,45
48,36,40
35,26,29
31,22,27
18,12,17
38,33,33
32,25,30
21,14,21
27,20,27
25,18,27
44,36,49
49,37,46
52,35,41
62,43,47
84,60,59
71,53,53
63,47,47
53,41,42
73,57,54
73,60,57
69,55,55
126,94,87
115,85,79
77,57,56
25,20,33
42,27,36
74,50,53
106,73,69
115,80,74
94,65,63
65,46,47
33,23,30
30,23,30
38,30,37
45,35,40
36,26,33
41,28,35
63,45,51
67,49,52
62,46,49
62,46,48
70,51,51
81,57,56
48,36,37
50,40,41
101,86,75
204,181,157
213,189,162
214,189,160
214,190,156
215,191,157
216,192,161
221,196,166
219,194,164
219,194,162
223,198,171
221,196,168
223,198,170
218,194,164
219,194,164
219,196,166
221,197,169
225,202,175
224,202,178
226,202,177
225,202,174
223,204,177
224,203,175
224,200,172
222,198,170
221,198,167
220,196,168
219,195,167
220,196,168
218,194,166
222,198,170
222,198,174
223,199,171
222,198,170
222,202,172
222,199,171
222,198,168
223,199,170
223,202,173
224,202,174
224,201,170
222,199,163
217,198,181
215,196,178
213,195,176
211,192,175
212,193,176
205,184,163
200,176,151
192,167,144
160,138,118
92,77,70
61,49,51
59,49,52
68,56,57
44,36,42
42,31,37
52,40,44
52,39,41
42,32,34
34,29,34
14,8,14
44,34,35
27,21,26
25,18,25
30,23,30
36,28,38
58,46,60
55,42,48
48,35,39
58,42,45
72,50,52
67,48,52
64,47,45
81,62,56
80,62,58
71,58,55
68,54,54
119,88,82
100,75,72
65,48,50
69,48,50
92,64,63
107,74,72
99,69,66
68,49,50
37,28,34
21,14,20
17,10,18
16,9,18
16,10,17
19,13,21
28,20,27
56,40,46
45,33,41
52,39,43
49,36,42
46,34,44
61,45,47
75,53,54
74,54,53
49,37,38
52,40,42
153,134,113
207,184,154
211,187,156
214,189,159
217,192,162
221,196,166
221,196,165
222,198,169
222,198,168
221,197,166
221,196,166
222,198,169
221,197,168
218,194,164
220,196,167
223,200,173
223,202,176
224,200,172
226,202,174
228,204,176
224,201,172
226,203,176
227,203,179
223,200,176
222,198,173
220,196,168
218,194,166
218,194,166
218,194,166
221,197,169
220,196,168
219,195,167
222,198,170
222,198,170
219,194,163
216,191,157
222,199,167
223,203,172
222,203,173
224,203,172
226,203,167
217,198,181
212,194,174
212,191,172
208,188,165
207,187,164
204,180,158
200,174,151
194,169,146
141,118,108
81,64,65
78,62,61
46,38,44
71,55,58
50,40,43
27,18,26
34,26,29
42,34,35
39,27,30
45,35,38
26,21,27
49,38,41
37,28,32
30,24,27
34,27,34
39,31,43
50,42,56
50,38,47
47,35,39
54,37,43
59,43,46
63,44,48
57,41,44
89,67,60
79,58,57
79,60,57
65,51,54
100,76,72
87,64,61
65,49,48
87,62,60
69,50,50
75,53,53
52,38,42
25,19,26
16,11,19
15,9,16
18,10,19
26,17,27
21,12,21
16,9,17
33,25,32
68,52,54
43,31,36
56,41,44
35,27,31
39,30,43
41,29,37
55,40,44
65,48,50
71,52,52
57,43,45
99,84,73
205,181,152
210,181,153
213,185,152
216,189,161
220,194,167
222,196,167
220,195,165
220,195,165
222,198,169
220,196,166
220,195,166
218,194,164
220,197,167
222,198,170
224,200,172
223,199,173
225,201,177
225,201,176
226,202,175
226,202,173
224,200,172
224,200,172
223,199,171
223,199,171
219,195,167
218,193,163
219,194,165
217,192,163
221,197,169
219,196,165
220,197,168
221,197,169
220,197,166
219,195,162
218,193,158
220,196,166
221,197,167
221,197,168
226,203,173
225,203,168
213,194,175
209,191,171
209,185,162
207,183,160
206,185,162
205,184,164
203,179,158
176,152,129
128,105,92
76,61,60
71,56,56
52,43,47
47,39,44
50,40,44
56,45,51
25,18,25
30,21,28
48,38,39
59,45,48
32,25,29
41,32,38
46,35,39
41,31,34
28,22,29
41,32,47
49,40,56
48,35,42
49,37,41
56,40,44
54,41,45
50,36,41
43,32,34
84,62,57
81,58,56
79,61,57
71,55,56
89,68,65
82,62,60
60,46,46
88,63,63
48,37,39
28,20,26
19,12,20
25,18,25
35,25,32
58,39,42
47,35,37
46,34,39
39,30,36
24,16,24
20,13,21
30,22,28
70,54,58
58,45,49
46,36,41
54,42,54
34,26,41
33,26,35
36,26,33
41,30,34
44,35,36
60,48,48
187,163,136
207,181,152
211,185,157
214,189,162
214,191,161
218,193,163
219,192,160
219,193,159
224,199,170
219,195,166
219,194,164
220,195,165
218,193,163
218,193,164
222,198,170
221,197,169
223,200,171
223,200,172
225,201,176
223,199,170
222,199,169
223,199,171
220,197,166
220,195,166
219,195,167
218,194,166
220,196,167
217,193,163
220,195,165
220,195,166
219,194,165
219,194,164
216,191,161
217,192,162
219,194,161
218,195,161
222,199,166
223,200,168
225,202,170
226,203,169
211,191,166
208,187,168
207,186,161
208,187,166
208,188,166
203,182,163
205,184,161
186,165,142
124,104,92
106,85,79
69,57,57
53,41,47
41,33,38
52,42,46
65,53,57
31,25,33
35,25,36
35,26,32
56,43,46
40,33,37
27,21,27
65,48,50
38,29,33
27,21,27
36,28,41
46,37,51
61,45,50
55,40,43
58,40,44
54,40,43
50,37,41
41,31,35
81,59,55
90,66,62
81,61,58
74,56,55
84,64,60
78,58,56
56,41,44
69,50,50
32,25,27
36,24,29
24,16,23
62,44,47
104,74,71
102,74,65
55,40,41
23,16,23
21,13,22
18,12,19
14,9,16
14,9,16
26,20,27
48,41,49
32,25,34
59,48,54
49,40,50
28,21,29
49,39,39
41,31,35
59,44,44
96,78,72
157,134,112
208,183,156
211,185,158
215,190,160
217,192,162
218,193,163
219,192,160
220,192,159
224,197,167
221,196,167
220,195,167
220,195,166
220,196,166
219,195,169
222,198,173
223,199,174
224,200,176
223,199,175
224,203,178
224,199,174
223,198,170
226,202,175
221,198,168
221,195,167
221,195,168
220,194,167
219,195,167
216,190,163
218,193,163
217,192,161
217,192,162
217,192,159
218,193,162
221,197,168
223,200,169
221,197,167
223,200,171
223,200,168
222,199,165
225,203,167
211,193,167
208,187,168
208,187,167
207,187,164
205,185,161
204,184,160
206,183,162
179,154,136
108,86,77
123,99,89
63,52,52
49,37,44
43,34,42
53,45,49
56,44,48
21,16,23
27,21,29
21,14,22
49,37,40
46,37,40
26,20,26
64,49,50
38,28,34
26,19,26
43,35,48
43,34,49
58,43,49
53,37,40
64,42,45
62,43,47
59,44,47
47,36,43
71,54,54
93,66,62
76,55,53
70,53,53
75,57,56
71,54,56
58,44,44
71,51,50
23,17,22
54,39,41
27,18,25
55,40,43
130,93,84
92,69,63
75,56,56
59,45,50
42,31,37
34,24,32
24,15,23
18,10,19
19,13,20
34,27,36
41,34,50
43,35,42
35,28,36
40,29,39
38,32,39
46,35,42
57,46,45
80,64,58
141,121,100
204,179,148
211,186,161
213,189,161
215,190,161
217,192,162
218,193,163
218,192,160
219,194,163
221,197,168
220,196,167
219,194,163
220,195,166
222,198,171
220,196,169
221,197,172
222,198,174
224,201,176
225,205,180
225,203,179
226,201,173
223,200,171
221,198,167
223,198,168
220,195,166
217,192,163
218,193,164
217,192,163
219,194,164
219,194,164
218,193,163
217,193,162
217,194,163
224,200,171
224,200,172
220,198,169
222,200,169
217,194,161
219,196,162
224,201,166
213,192,173
211,190,171
210,190,167
207,185,161
205,182,154
203,183,159
205,181,158
199,173,150
132,104,97
110,89,84
72,59,58
37,29,40
37,29,41
36,28,33
42,33,39
24,17,28
22,14,24
17,10,17
40,28,33
54,42,45
37,29,33
44,35,35
44,32,37
26,19,26
38,30,43
40,31,47
56,41,52
60,42,46
67,45,47
62,44,47
65,47,48
62,47,51
57,44,47
88,64,60
67,48,48
67,51,52
72,55,55
67,51,55
61,46,48
65,45,44
26,18,25
49,36,40
25,18,25
43,33,37
114,84,75
83,64,61
69,57,57
33,27,32
33,28,32
31,25,31
41,32,37
53,41,44
53,40,44
42,32,39
58,48,56
34,25,36
22,15,23
46,35,44
55,43,52
45,34,42
56,44,48
46,35,39
127,108,91
199,173,143
212,188,163
213,189,162
213,189,159
216,191,159
217,193,160
217,193,160
220,195,165
221,197,169
221,197,169
223,198,169
221,197,169
220,196,168
220,196,168
221,197,170
222,198,173
220,197,170
223,200,176
226,203,178
223,199,171
221,195,167
219,195,162
220,195,163
216,191,161
218,193,163
217,192,162
215,191,158
218,193,163
217,193,163
218,194,165
217,194,164
220,197,167
224,204,178
226,203,175
221,199,169
223,200,171
220,196,167
217,195,159
221,198,161
213,194,175
213,194,176
208,187,165
206,185,164
206,184,160
207,186,165
206,184,165
195,171,147
160,137,118
104,82,78
69,55,54
29,22,30
29,21,30
41,33,41
23,16,24
19,13,21
18,11,19
19,12,19
29,21,27
61,48,49
47,37,39
42,33,33
52,38,39
28,22,27
36,29,40
40,32,48
53,40,51
66,47,50
69,48,50
65,46,50
67,48,51
69,52,53
60,44,47
67,52,50
64,45,47
66,50,51
69,55,54
63,48,50
54,40,43
71,50,49
27,20,27
57,42,44
42,34,39
53,40,46
98,72,65
104,76,68
85,66,60
60,47,47
59,48,49
51,40,43
34,24,31
26,19,26
28,21,27
40,31,38
59,46,48
69,54,58
36,25,34
48,37,45
55,42,51
53,41,47
53,41,46
59,45,49
81,68,63
191,167,142
211,187,162
216,192,166
213,189,159
216,191,160
219,194,163
220,196,165
221,196,166
224,199,170
223,198,170
221,196,169
221,197,168
220,197,167
221,198,168
221,197,170
221,197,170
222,198,170
223,199,172
223,199,172
224,200,172
224,199,171
220,196,164
220,193,158
220,192,161
217,192,162
217,192,162
217,192,161
219,194,164
218,193,163
218,194,165
220,196,169
221,197,168
223,200,172
223,199,168
221,198,165
222,199,168
222,199,169
222,199,166
220,197,162
213,196,180
212,195,177
212,192,178
209,189,172
209,188,172
206,185,166
207,186,167
183,163,144
92,73,68
62,49,52
53,43,46
44,36,41
32,26,32
32,26,33
28,20,31
14,7,17
26,19,27
22,14,24
34,27,34
52,40,42
50,39,42
37,27,30
40,33,35
22,16,21
35,27,37
49,40,60
48,38,51
67,46,51
63,44,47
53,38,42
62,45,50
58,41,45
64,46,50
61,47,46
64,47,49
66,49,48
70,55,56
59,44,47
44,33,38
77,57,57
20,12,20
63,48,47
44,33,37
64,49,50
82,62,59
80,61,61
51,38,43
41,31,39
52,39,45
48,36,45
25,18,29
27,19,28
26,19,28
21,15,25
26,19,29
51,41,44
60,44,50
38,28,39
48,36,45
51,38,46
47,36,41
59,44,47
60,47,49
122,102,89
203,178,152
211,186,159
212,186,158
215,191,160
217,192,162
220,195,166
223,198,170
223,197,169
223,198,172
221,197,171
221,197,168
219,195,167
221,197,168
221,197,168
221,197,169
216,193,167
222,198,170
222,198,169
222,197,168
222,197,168
223,198,168
221,195,165
219,190,158
218,191,159
218,193,161
218,194,161
218,193,162
219,194,164
221,196,168
219,195,166
218,194,160
219,195,160
220,196,162
219,196,162
221,198,164
220,196,163
222,200,166
222,202,166
216,201,187
214,198,182
216,199,184
216,199,183
213,198,180
213,194,174
212,193,173
204,186,166
165,147,135
102,86,82
71,58,60
49,38,43
36,29,37
44,33,42
25,19,30
16,10,18
17,11,18
15,8,18
33,26,38
42,34,41
46,39,41
35,28,31
23,17,21
25,19,27
25,19,27
38,31,45
41,31,45
60,44,47
61,43,47
45,33,37
43,29,37
47,33,38
69,50,54
58,44,46
62,49,50
48,36,37
48,37,40
44,34,37
40,30,33
63,48,47
18,11,23
34,27,32
38,29,34
23,16,25
26,21,30
19,14,25
18,15,28
17,12,24
18,14,30
25,19,33
28,21,37
38,30,46
39,31,49
30,24,40
25,19,31
28,21,32
56,42,50
49,35,44
43,31,44
47,35,47
43,31,44
62,47,53
54,41,47
87,72,84
166,144,122
208,182,154
211,185,158
214,189,159
217,193,164
219,195,166
223,199,171
223,198,170
225,200,173
221,197,170
222,198,169
219,194,166
216,192,161
220,196,166
220,196,167
218,195,168
223,199,171
223,199,171
222,196,168
222,198,169
221,197,167
221,196,166
219,192,162
217,191,160
219,194,167
218,194,163
219,194,165
218,193,163
220,196,167
218,194,164
217,192,161
218,194,161
217,193,158
219,195,162
221,197,164
220,196,163
221,201,168
223,205,172
213,199,182
212,195,177
215,197,181
217,199,183
214,197,180
212,194,174
211,192,170
204,180,155
147,123,109
79,64,61
59,47,50
55,44,48
43,33,41
60,50,55
47,38,47
16,10,17
9,4,10
9,3,11
30,23,34
39,31,37
46,38,41
36,30,31
24,17,22
45,37,44
27,21,29
35,28,45
42,33,51
57,41,51
63,43,48
58,44,47
54,40,47
46,33,38
63,46,50
51,39,42
41,33,35
51,37,41
51,39,43
32,24,29
40,29,33
46,35,38
27,22,33
21,17,26
22,16,24
28,20,28
67,49,52
72,50,51
63,43,45
76,54,54
63,44,51
78,56,64
75,55,63
68,50,63
55,43,58
45,36,52
29,23,36
26,20,33
33,26,36
49,35,40
42,33,45
54,43,63
49,39,56
44,35,48
52,40,49
63,52,68
145,124,112
203,178,145
211,186,156
215,191,167
220,195,171
221,196,168
223,198,170
225,200,173
223,198,171
221,195,165
218,193,160
218,193,160
216,190,160
217,192,163
219,194,166
223,198,170
222,197,169
223,198,171
220,195,165
224,199,171
223,199,170
221,196,166
219,194,165
219,194,164
219,195,165
219,197,170
219,194,165
216,191,162
219,195,166
220,196,168
218,193,164
217,193,160
216,192,158
221,197,166
221,199,168
220,199,167
221,200,168
225,204,172
213,197,180
212,194,176
210,192,173
212,193,174
211,193,172
208,189,167
206,187,163
203,179,155
188,160,140
136,109,100
87,69,67
67,52,52
60,47,51
44,37,42
49,41,50
54,46,59
25,18,31
24,18,32
41,34,48
32,25,32
40,32,37
40,31,33
23,18,22
50,41,42
34,26,32
29,22,32
33,24,37
40,28,37
49,36,41
48,33,37
42,30,34
45,32,36
58,42,43
51,38,39
31,23,26
37,28,31
33,24,29
19,13,19
26,20,27
26,19,31
33,24,35
29,22,40
33,24,34
60,46,47
63,49,50
52,37,40
49,37,40
73,56,57
78,58,61
79,60,63
77,57,63
78,57,59
63,47,53
52,41,49
48,39,52
37,29,49
29,23,38
27,19,30
36,29,41
40,32,47
51,43,58
44,36,47
50,41,50
56,45,53
107,90,80
200,176,142
212,187,158
217,193,168
218,194,169
220,195,167
220,195,168
220,195,167
220,195,166
222,197,167
218,193,162
218,194,160
219,194,164
220,195,167
221,197,168
222,197,167
221,196,165
222,197,170
222,196,167
221,197,165
221,197,169
223,199,170
219,195,163
220,195,165
221,196,166
219,195,165
218,193,164
218,193,164
219,195,166
220,197,167
218,194,164
219,194,163
218,194,162
220,197,165
220,198,167
223,202,168
223,201,168
227,204,172
213,196,177
212,192,173
212,194,174
209,190,168
208,189,166
209,189,165
209,189,165
208,185,160
200,176,148
141,117,102
105,84,79
111,86,83
84,66,65
46,37,41
34,26,36
51,43,53
61,50,59
35,28,41
30,24,38
21,16,25
23,17,24
42,34,38
21,15,22
42,34,36
41,32,35
23,16,21
25,19,24
34,25,33
35,26,33
31,23,27
40,29,31
66,45,46
98,69,61
92,65,58
82,60,54
83,61,53
86,62,56
79,56,51
83,60,54
71,50,49
59,43,44
47,36,47
28,23,32
66,53,57
67,53,58
63,47,53
47,35,40
56,42,45
84,61,62
91,64,65
84,58,59
81,58,61
55,42,48
33,26,35
33,26,35
37,30,46
26,20,34
27,20,32
28,22,34
28,23,33
33,29,36
31,26,31
29,21,27
53,42,45
113,95,83
201,177,149
209,185,157
215,191,164
217,194,167
216,191,162
217,192,163
217,192,163
218,193,164
220,195,165
217,193,161
217,193,159
220,196,163
222,198,167
220,196,165
221,196,166
222,197,167
224,199,172
224,198,171
221,197,165
222,198,170
224,200,172
223,198,169
218,193,163
219,192,161
218,193,163
221,196,167
219,195,166
217,194,165
220,197,167
219,195,166
218,194,164
220,195,165
217,194,162
221,199,168
221,199,164
224,201,168
224,202,171
212,194,174
210,190,165
210,189,167
209,187,164
210,188,164
209,188,164
209,188,162
205,181,155
197,170,142
148,117,104
103,79,74
76,62,59
50,39,42
81,66,65
49,41,38
50,42,42
36,30,35
46,36,45
48,40,49
38,31,38
24,19,24
22,17,23
30,24,31
21,15,20
19,13,19
21,16,22
14,8,15
21,14,19
37,25,29
64,44,44
92,64,58
118,86,72
117,87,72
115,82,68
119,83,70
125,88,73
129,91,74
127,90,72
123,86,69
120,81,65
133,93,73
132,82,66
61,40,39
66,51,55
102,81,85
106,80,83
111,84,88
79,60,65
75,58,60
85,60,60
88,59,60
88,59,62
59,44,62
52,41,63
47,36,52
32,25,40
29,21,34
33,26,35
44,33,42
54,39,44
75,58,58
80,63,61
84,66,63
74,59,58
68,55,52
174,152,126
209,185,156
213,189,160
215,192,164
212,187,157
214,189,159
216,189,160
216,190,159
216,190,158
218,192,160
219,194,160
219,193,160
221,196,166
221,196,167
220,195,165
221,196,166
222,197,168
223,197,170
223,198,171
224,200,172
223,199,171
221,196,167
217,192,162
217,190,159
216,191,161
221,196,167
218,193,166
220,195,170
224,200,175
222,198,171
218,194,163
219,195,164
221,196,168
223,200,172
222,200,168
226,203,172
224,204,173
210,191,173
209,188,164
209,185,162
209,186,162
209,185,159
208,185,161
207,184,158
207,182,156
203,178,150
198,170,144
135,104,92
118,90,83
128,106,93
60,53,48
61,48,46
100,78,69
67,53,50
67,53,51
76,61,55
60,48,45
57,46,43
63,52,47
51,38,39
29,19,24
37,27,32
42,32,37
40,31,31
80,61,55
110,82,67
116,84,68
127,95,76
128,96,79
128,97,79
126,94,77
130,95,79
130,95,79
130,95,77
131,95,77
132,93,76
130,88,71
156,110,85
166,108,81
151,101,80
120,90,82
122,92,88
121,89,88
132,99,96
119,91,93
74,56,60
74,53,55
77,54,57
79,52,55
81,56,63
80,57,62
80,60,71
66,52,68
78,59,64
63,49,52
63,49,49
55,43,44
48,37,42
44,36,40
45,37,39
57,49,47
122,106,93
197,172,143
211,186,157
212,188,157
214,190,160
217,192,162
216,191,161
214,187,158
221,194,167
217,190,160
215,187,155
219,192,159
218,192,159
221,196,163
220,196,163
219,194,163
221,195,164
222,197,168
223,198,171
221,197,169
223,199,170
220,196,167
218,193,163
217,192,162
219,194,165
217,192,162
218,193,163
218,193,161
220,196,167
219,195,169
219,195,169
215,192,158
220,195,163
220,197,166
222,198,169
223,202,171
223,201,169
221,201,167
212,193,175
211,191,171
210,187,165
209,188,168
208,185,164
209,185,165
211,189,165
209,187,163
205,181,155
201,175,146
192,165,138
146,126,107
58,49,45
42,34,37
88,68,60
150,114,89
125,97,77
118,90,71
112,88,70
106,78,68
109,82,69
111,85,71
117,89,77
99,76,67
81,65,58
77,62,56
94,76,63
111,87,70
122,94,76
126,93,75
131,98,79
133,101,82
134,102,82
132,100,81
133,102,82
134,102,83
133,101,82
133,97,79
137,97,78
139,92,74
165,121,95
174,130,96
162,119,90
113,88,77
126,93,87
119,87,82
133,100,96
126,98,101
86,66,70
78,57,59
71,49,51
74,51,53
79,53,56
83,60,62
86,63,68
87,67,68
81,62,63
57,46,51
48,36,44
35,28,38
50,39,48
48,37,45
50,38,43
54,38,43
72,57,55
191,167,138
214,190,163
215,190,162
216,191,162
218,193,164
218,193,164
217,192,164
221,196,169
220,195,168
218,191,161
220,193,163
218,193,162
220,196,163
220,196,163
219,194,164
223,199,171
224,199,173
220,195,167
221,196,168
222,198,167
220,195,165
217,192,162
218,193,163
220,195,166
218,193,163
218,193,163
218,193,163
219,195,165
221,197,169
222,198,171
218,195,162
219,196,163
219,195,164
221,197,167
221,197,166
224,201,168
223,202,169
211,192,173
210,190,171
210,189,166
208,187,166
209,187,166
208,186,166
209,188,165
210,190,166
208,186,162
205,183,158
187,165,136
82,67,59
34,26,27
41,32,36
87,70,57
138,106,80
139,107,82
138,105,82
135,104,81
125,97,77
120,95,74
132,104,82
135,103,82
101,77,63
100,79,66
104,81,68
109,85,70
120,93,76
126,99,78
133,101,80
134,101,81
133,104,84
134,104,82
136,105,84
141,110,90
146,115,91
145,112,87
141,100,78
138,93,74
130,80,64
156,112,86
177,138,102
167,125,92
137,107,86
71,52,50
75,49,49
73,50,48
68,48,50
62,45,48
53,38,42
55,41,47
57,42,47
80,59,61
81,60,60
95,70,65
93,70,66
74,56,57
56,39,47
54,40,48
80,60,65
68,52,56
74,55,59
73,56,59
71,53,58
88,68,66
169,146,123
215,190,163
214,190,161
216,191,164
218,194,166
219,194,167
218,193,166
221,196,168
219,193,167
218,192,163
219,194,165
216,191,161
219,194,165
223,198,170
222,198,168
225,200,174
223,199,175
223,199,171
221,197,167
221,196,167
220,195,165
217,193,161
218,194,162
220,195,165
220,195,165
218,193,163
216,192,161
218,193,163
221,196,167
222,198,170
220,196,166
218,194,164
219,196,165
218,194,160
219,196,161
222,199,165
223,202,169
216,197,180
211,192,174
210,187,164
210,188,165
209,185,162
206,182,158
207,186,163
206,186,162
205,184,160
207,185,160
193,170,145
140,118,101
57,44,41
55,45,45
81,65,52
128,98,76
135,102,79
136,103,81
130,100,79
128,100,81
124,97,77
124,98,78
126,99,79
118,92,75
118,92,76
118,92,75
119,93,76
124,95,78
131,103,82
136,104,83
139,107,84
145,114,89
146,115,89
148,118,90
151,120,93
155,123,93
161,128,99
147,104,80
134,84,68
130,81,68
148,102,79
173,136,102
175,132,95
140,105,80
68,53,49
59,42,45
53,37,39
46,31,34
45,33,36
60,45,47
46,34,38
44,32,39
67,53,53
79,61,60
88,67,66
75,56,60
63,44,49
56,42,53
87,67,73
93,68,68
107,79,77
108,81,80
94,71,68
96,72,71
71,55,54
159,139,117
214,188,161
214,189,161
218,193,165
217,192,163
219,194,165
218,192,165
221,195,167
220,194,166
218,193,165
220,195,168
221,198,170
221,199,173
226,202,175
223,199,172
224,200,173
224,199,174
223,198,171
224,199,172
223,198,170
220,195,165
223,198,171
221,195,167
222,197,167
224,200,174
223,198,172
219,195,169
219,194,165
214,190,160
219,195,166
218,193,164
219,194,164
218,193,163
224,200,171
223,199,168
225,202,169
224,203,170
213,194,176
212,191,172
208,188,165
207,184,161
207,183,161
206,182,160
207,186,163
206,182,159
201,177,152
199,174,147
202,176,151
193,166,137
78,63,56
65,53,50
73,57,49
126,98,77
126,96,76
117,85,68
116,84,69
118,88,73
120,94,77
121,94,77
120,93,76
121,95,78
122,96,78
125,99,79
131,104,82
137,107,82
139,108,86
140,110,87
141,110,84
149,118,90
153,122,93
155,123,95
160,126,95
164,129,99
165,130,99
158,116,89
138,91,72
138,97,79
160,115,88
170,129,96
177,134,98
164,122,92
83,69,60
53,41,43
62,44,48
64,46,48
52,38,41
44,30,36
41,28,33
41,30,35
35,27,34
49,37,45
57,42,48
74,54,60
56,43,53
60,46,57
68,52,55
71,56,59
63,51,55
62,51,58
68,54,56
106,87,82
133,117,105
173,151,129
213,188,160
214,188,159
215,190,160
215,191,159
215,190,160
218,193,164
217,191,162
217,193,163
220,196,168
222,198,170
220,196,170
225,201,176
225,201,176
227,203,177
227,203,176
225,201,173
223,199,172
223,199,172
223,198,172
221,196,167
221,197,171
220,194,167
221,197,169
222,198,172
221,197,169
218,195,165
219,195,167
218,194,167
215,191,163
217,192,164
221,196,167
218,193,163
223,198,170
225,201,172
222,199,169
223,200,168
212,194,174
210,192,172
207,187,163
208,188,164
208,188,168
208,187,167
208,187,168
207,183,161
201,176,149
202,177,149
203,179,154
202,180,156
152,133,114
83,68,63
62,50,48
111,89,71
123,95,77
121,92,75
121,89,73
119,90,72
120,92,75
118,92,75
116,90,73
120,94,77
124,98,80
126,99,81
137,111,87
145,115,89
153,123,93
153,123,96
148,118,91
153,122,94
155,124,94
162,128,99
163,128,98
162,127,96
161,124,95
149,111,84
140,99,80
141,103,81
166,126,94
174,131,96
180,135,101
176,131,97
124,97,76
37,27,27
44,34,36
44,35,38
64,50,56
60,45,53
54,42,50
49,37,51
56,46,61
49,39,53
73,57,65
66,52,56
57,40,43
58,42,47
38,31,38
28,20,30
33,27,35
58,48,49
58,45,49
115,98,89
151,131,113
197,173,145
213,188,158
218,193,163
216,192,162
216,190,162
218,193,166
216,190,162
219,194,166
221,196,170
219,195,169
222,198,173
222,199,173
222,199,174
226,202,174
227,203,176
226,202,177
225,201,173
226,202,178
224,201,176
225,201,177
220,195,169
221,196,167
222,196,169
222,198,169
219,195,167
220,197,168
218,194,165
219,195,166
220,196,167
221,197,169
216,190,163
220,195,167
217,192,163
221,197,167
225,201,172
224,200,170
224,204,170
213,195,175
211,192,173
211,190,169
211,190,171
209,189,169
210,189,166
208,187,162
206,183,159
206,182,157
204,181,152
205,181,154
201,177,150
182,159,133
71,58,56
91,76,69
91,75,60
118,91,75
126,99,79
129,100,81
125,99,81
128,97,80
122,96,76
121,95,78
121,95,77
129,102,81
132,105,84
141,113,91
151,120,95
153,122,94
155,123,95
155,124,96
154,122,94
152,116,90
150,115,88
153,114,87
154,113,87
160,119,94
157,116,89
151,110,85
158,118,90
166,124,93
178,134,99
182,137,102
179,135,101
170,132,98
66,51,46
49,37,39
53,38,42
44,34,40
60,49,56
66,52,56
69,52,56
68,56,68
50,41,51
29,22,30
18,11,20
27,22,30
28,22,33
26,20,28
32,25,33
38,29,36
60,46,48
104,84,78
123,102,92
153,133,113
205,180,152
215,190,160
218,195,164
220,196,167
219,195,167
220,196,168
219,194,166
221,196,169
