r,g,b,x,y
154,137,86,24,9
143,117,67,25,9
199,162,101,26,9
175,148,82,27,9
218,174,107,28,9
166,139,79,29,9
163,145,94,30,9
193,147,97,31,9
125,115,77,32,9
198,158,106,33,9
225,202,173,34,9
209,173,124,35,9
200,157,98,36,9
217,169,101,37,9
212,165,85,38,9
220,183,92,39,9
238,211,109,40,9
243,215,129,41,9
240,217,137,42,9
242,229,156,43,9
241,217,142,44,9
238,207,121,45,9
239,202,103,46,9
240,198,109,47,9
237,206,122,48,9
243,216,137,49,9
240,215,141,50,9
244,218,145,51,9
237,212,129,52,9
233,209,126,53,9
236,213,132,54,9
239,220,142,55,9
243,219,134,56,9
239,212,118,57,9
236,207,108,58,9
239,213,115,59,9
156,140,138,0,10
168,148,135,1,10
130,79,73,2,10
93,80,67,3,10
131,116,94,4,10
160,143,122,5,10
156,132,106,6,10
145,122,97,7,10
149,129,100,8,10
120,101,75,9,10
132,116,98,10,10
105,95,72,11,10
181,145,89,12,10
227,194,126,13,10
195,162,99,14,10
215,181,131,15,10
220,184,127,16,10
218,183,119,17,10
218,181,112,18,10
218,178,108,19,10
218,179,105,20,10
237,197,103,21,10
213,173,93,22,10
218,170,97,23,10
161,133,69,24,10
174,140,82,25,10
181,144,83,26,10
162,142,85,27,10
210,164,88,28,10
194,164,96,29,10
201,162,102,30,10
196,153,99,31,10
139,128,78,32,10
208,169,116,33,10
217,194,168,34,10
212,175,121,35,10
215,175,103,36,10
205,162,96,37,10
220,173,107,38,10
212,162,91,39,10
210,158,84,40,10
219,176,78,41,10
222,188,92,42,10
231,205,123,43,10
241,215,130,44,10
242,213,117,45,10
233,200,93,46,10
235,198,105,47,10
237,210,127,48,10
242,222,143,49,10
237,219,144,50,10
237,219,145,51,10
240,216,142,52,10
241,219,146,53,10
243,222,148,54,10
243,221,146,55,10
239,218,141,56,10
239,211,120,57,10
240,211,111,58,10
241,216,118,59,10
140,120,108,0,11
140,126,119,1,11
133,122,113,2,11
120,99,84,3,11
99,85,68,4,11
98,86,72,5,11
146,121,100,6,11
101,87,73,7,11
160,136,109,8,11
147,122,92,9,11
160,130,96,10,11
169,135,83,11,11
217,179,105,12,11
217,178,118,13,11
204,168,104,14,11
215,179,127,15,11
224,194,118,16,11
228,198,136,17,11
210,176,116,18,11
216,179,106,19,11
209,169,93,20,11
232,193,99,21,11
218,181,100,22,11
216,166,91,23,11
191,157,88,24,11
191,147,80,25,11
207,159,87,26,11
199,168,99,27,11
222,181,101,28,11
144,133,83,29,11
178,146,96,30,11
210,176,106,31,11
216,186,110,32,11
215,176,106,33,11
210,166,105,34,11
215,172,98,35,11
225,179,109,36,11
206,164,102,37,11
210,170,105,38,11
221,178,102,39,11
217,165,98,40,11
226,176,96,41,11
225,172,96,42,11
224,170,83,43,11
213,158,74,44,11
214,158,79,45,11
221,169,84,46,11
222,175,94,47,11
236,201,119,48,11
237,209,131,49,11
240,219,144,50,11
246,227,151,51,11
244,226,153,52,11
244,230,160,53,11
242,227,157,54,11
237,218,147,55,11
242,224,154,56,11
234,205,116,57,11
236,202,98,58,11
238,208,104,59,11
179,129,108,0,12
131,102,92,1,12
121,118,107,2,12
106,90,76,3,12
129,115,99,4,12
70,63,50,5,12
110,97,80,6,12
150,125,99,7,12
131,115,92,8,12
139,124,102,9,12
149,122,78,10,12
220,192,123,11,12
223,184,109,12,12
218,180,113,13,12
200,163,103,14,12
212,176,118,15,12
215,181,114,16,12
213,178,116,17,12
204,168,111,18,12
200,163,109,19,12
203,164,97,20,12
229,187,103,21,12
224,184,103,22,12
215,168,95,23,12
167,142,79,24,12
153,133,84,25,12
183,145,85,26,12
120,121,76,27,12
219,174,100,28,12
181,159,91,29,12
185,156,96,30,12
215,174,101,31,12
114,122,75,32,12
214,188,113,33,12
224,181,109,34,12
220,175,102,35,12
217,172,104,36,12
223,183,109,37,12
195,153,96,38,12
219,175,106,39,12
224,176,109,40,12
230,189,104,41,12
227,183,106,42,12
228,180,97,43,12
221,170,89,44,12
224,172,93,45,12
220,167,89,46,12
225,173,92,47,12
222,174,96,48,12
224,176,96,49,12
228,181,100,50,12
228,181,99,51,12
224,179,101,52,12
222,176,103,53,12
224,184,113,54,12
231,202,127,55,12
230,196,115,56,12
224,189,105,57,12
223,184,95,58,12
227,187,93,59,12
140,105,75,0,13
151,104,80,1,13
98,78,80,2,13
115,104,89,3,13
66,58,47,4,13
135,120,101,5,13
142,120,97,6,13
172,150,125,7,13
119,105,93,8,13
58,43,34,9,13
205,180,124,10,13
209,178,128,11,13
221,188,111,12,13
211,178,112,13,13
193,160,103,14,13
206,174,122,15,13
211,176,118,16,13
216,181,124,17,13
214,180,123,18,13
215,181,125,19,13
213,180,127,20,13
219,175,94,21,13
221,172,97,22,13
199,162,93,23,13
166,134,83,24,13
144,134,86,25,13
181,149,82,26,13
220,182,109,27,13
230,180,105,28,13
231,187,107,29,13
213,178,113,30,13
139,128,85,31,13
223,186,117,32,13
230,185,108,33,13
219,177,110,34,13
226,186,104,35,13
222,177,110,36,13
219,179,106,37,13
204,161,104,38,13
225,181,108,39,13
227,184,106,40,13
226,183,104,41,13
229,184,108,42,13
224,179,93,43,13
224,175,92,44,13
224,176,97,45,13
223,177,101,46,13
221,178,100,47,13
232,184,106,48,13
230,181,103,49,13
225,176,97,50,13
232,184,103,51,13
228,177,103,52,13
224,172,101,53,13
226,175,105,54,13
224,178,104,55,13
227,179,111,56,13
228,179,107,57,13
227,178,100,58,13
227,175,96,59,13
183,120,88,0,14
190,148,101,1,14
152,133,112,2,14
159,136,105,3,14
160,146,115,4,14
192,168,130,5,14
193,165,124,6,14
196,173,135,7,14
207,184,140,8,14
203,180,130,9,14
209,174,123,10,14
215,180,133,11,14
218,186,141,12,14
226,194,148,13,14
212,182,131,14,14
221,191,135,15,14
223,190,137,16,14
222,190,136,17,14
221,189,135,18,14
222,190,135,19,14
222,188,130,20,14
211,172,100,21,14
216,174,99,22,14
130,106,106,23,14
124,112,102,24,14
196,163,101,25,14
193,161,107,26,14
115,110,53,27,14
211,183,112,28,14
222,181,115,29,14
226,178,104,30,14
200,168,101,31,14
211,177,115,32,14
221,181,107,33,14
220,181,115,34,14
223,178,99,35,14
213,169,102,36,14
217,177,105,37,14
207,164,106,38,14
226,183,103,39,14
228,189,106,40,14
233,190,114,41,14
230,187,106,42,14
220,177,97,43,14
222,180,120,44,14
227,187,131,45,14
229,191,137,46,14
228,193,137,47,14
230,193,142,48,14
229,193,142,49,14
227,191,141,50,14
214,178,128,51,14
230,190,138,52,14
207,166,112,53,14
224,180,120,54,14
213,166,99,55,14
218,163,96,56,14
215,160,85,57,14
222,167,86,58,14
218,163,83,59,14
179,139,100,0,15
185,159,113,1,15
200,165,125,2,15
205,179,139,3,15
212,181,137,4,15
215,186,143,5,15
218,190,148,6,15
221,192,149,7,15
220,192,152,8,15
219,191,149,9,15
224,188,155,10,15
222,197,148,11,15
226,196,147,12,15
224,194,146,13,15
213,182,132,14,15
224,194,139,15,15
225,194,140,16,15
220,190,137,17,15
223,193,142,18,15
222,192,141,19,15
223,187,144,20,15
214,180,120,21,15
229,174,101,22,15
214,176,106,23,15
213,173,112,24,15
160,152,95,25,15
205,165,104,26,15
198,181,117,27,15
209,173,96,28,15
215,193,176,29,15
214,192,161,30,15
214,181,117,31,15
219,195,188,32,15
216,176,119,33,15
225,184,116,34,15
214,172,102,35,15
216,172,105,36,15
220,179,110,37,15
201,159,100,38,15
232,191,105,39,15
227,188,113,40,15
226,183,106,41,15
227,184,98,42,15
225,181,116,43,15
228,198,158,44,15
232,201,165,45,15
233,202,165,46,15
233,202,163,47,15
233,201,163,48,15
229,196,160,49,15
229,196,161,50,15
214,181,147,51,15
235,201,165,52,15
208,173,129,53,15
235,195,135,54,15
221,174,102,55,15
206,151,88,56,15
220,166,92,57,15
221,169,89,58,15
221,168,92,59,15
198,177,129,0,16
207,180,133,1,16
209,180,133,2,16
213,185,141,3,16
215,184,140,4,16
218,189,142,5,16
222,195,148,6,16
223,195,154,7,16
222,194,148,8,16
223,194,151,9,16
225,195,156,10,16
223,197,146,11,16
229,194,148,12,16
222,195,143,13,16
212,178,133,14,16
225,193,143,15,16
222,193,141,16,16
219,189,134,17,16
225,192,142,18,16
225,191,148,19,16
226,195,151,20,16
222,190,142,21,16
217,179,106,22,16
225,177,102,23,16
219,180,105,24,16
117,108,78,25,16
134,132,81,26,16
187,163,108,27,16
208,179,111,28,16
223,185,141,29,16
207,176,112,30,16
225,177,107,31,16
217,180,132,32,16
215,175,115,33,16
222,184,111,34,16
213,176,111,35,16
203,163,99,36,16
201,158,103,37,16
202,160,99,38,16
230,189,111,39,16
227,188,114,40,16
232,189,109,41,16
225,187,103,42,16
230,197,148,43,16
237,206,169,44,16
235,207,172,45,16
230,194,154,46,16
231,199,160,47,16
238,204,168,48,16
234,201,162,49,16
232,201,158,50,16
219,190,148,51,16
236,203,165,52,16
214,175,130,53,16
234,200,156,54,16
222,163,93,55,16
204,148,85,56,16
211,157,91,57,16
229,182,99,58,16
224,182,96,59,16
208,186,143,0,17
211,184,138,1,17
214,186,138,2,17
213,185,137,3,17
216,187,137,4,17
215,187,138,5,17
220,192,146,6,17
221,193,152,7,17
221,190,151,8,17
222,192,146,9,17
224,194,145,10,17
224,193,149,11,17
223,190,142,12,17
210,185,135,13,17
211,179,131,14,17
207,177,128,15,17
205,168,121,16,17
203,168,118,17,17
208,176,124,18,17
218,186,136,19,17
223,191,147,20,17
228,196,157,21,17
224,189,128,22,17
230,190,107,23,17
208,168,115,24,17
173,149,99,25,17
183,149,109,26,17
192,166,109,27,17
129,127,88,28,17
218,183,112,29,17
225,185,116,30,17
219,175,105,31,17
215,178,104,32,17
198,159,86,33,17
216,176,102,34,17
216,176,115,35,17
225,187,116,36,17
203,163,101,37,17
215,173,109,38,17
228,186,110,39,17
228,188,110,40,17
229,184,105,41,17
230,192,112,42,17
235,203,162,43,17
235,207,173,44,17
237,209,175,45,17
221,182,140,46,17
218,180,137,47,17
234,200,162,48,17
220,187,148,49,17
230,198,161,50,17
233,203,169,51,17
226,196,159,52,17
236,201,161,53,17
232,198,153,54,17
221,165,95,55,17
212,154,87,56,17
214,161,93,57,17
229,181,99,58,17
224,177,94,59,17
209,186,145,0,18
209,183,139,1,18
210,182,135,2,18
205,177,130,3,18
208,181,132,4,18
207,179,133,5,18
216,187,144,6,18
216,187,144,7,18
217,186,142,8,18
215,183,138,9,18
208,176,117,10,18
206,171,124,11,18
196,161,117,12,18
183,155,116,13,18
198,165,117,14,18
199,167,126,15,18
222,189,121,16,18
203,169,109,17,18
198,165,114,18,18
196,164,117,19,18
218,185,141,20,18
227,196,159,21,18
229,197,155,22,18
228,194,123,23,18
80,71,88,24,18
203,179,121,25,18
224,180,116,26,18
202,168,111,27,18
144,140,91,28,18
223,186,122,29,18
221,186,109,30,18
203,162,102,31,18
197,157,97,32,18
207,165,103,33,18
227,186,113,34,18
215,176,109,35,18
220,183,111,36,18
209,169,104,37,18
214,171,105,38,18
223,179,105,39,18
226,184,108,40,18
231,185,108,41,18
229,191,114,42,18
235,204,167,43,18
235,208,175,44,18
236,208,174,45,18
230,189,146,46,18
223,182,138,47,18
230,196,157,48,18
228,196,156,49,18
235,203,166,50,18
238,207,176,51,18
235,204,168,52,18
239,209,172,53,18
235,197,146,54,18
221,165,93,55,18
214,159,85,56,18
225,175,102,57,18
231,184,102,58,18
227,178,100,59,18
207,185,141,0,19
205,178,133,1,19
201,172,128,2,19
197,168,127,3,19
186,159,117,4,19
182,154,115,5,19
175,145,105,6,19
191,160,114,7,19
195,166,108,8,19
191,158,116,9,19
206,173,109,10,19
203,167,108,11,19
197,160,105,12,19
205,174,130,13,19
219,185,124,14,19
219,185,136,15,19
213,183,133,16,19
214,183,136,17,19
205,172,126,18,19
205,172,122,19,19
208,174,130,20,19
224,196,153,21,19
230,201,172,22,19
229,197,154,23,19
223,189,116,24,19
215,179,117,25,19
163,150,91,26,19
197,166,113,27,19
197,173,112,28,19
221,181,113,29,19
194,159,111,30,19
215,175,109,31,19
222,187,110,32,19
208,169,101,33,19
221,183,114,34,19
221,183,124,35,19
222,185,121,36,19
211,171,108,37,19
221,178,110,38,19
230,185,109,39,19
228,184,113,40,19
224,178,104,41,19
233,195,119,42,19
232,203,164,43,19
238,208,172,44,19
232,202,166,45,19
222,182,138,46,19
226,186,143,47,19
232,198,159,48,19
228,196,155,49,19
233,202,162,50,19
230,200,163,51,19
232,199,161,52,19
234,205,168,53,19
227,184,127,54,19
214,157,80,55,19
224,174,94,56,19
231,187,110,57,19
227,186,102,58,19
220,171,95,59,19
206,182,137,0,20
204,173,128,1,20
177,151,118,2,20
76,64,52,3,20
166,141,109,4,20
135,112,87,5,20
140,115,82,6,20
221,191,132,7,20
211,177,123,8,20
216,181,123,9,20
219,181,117,10,20
209,170,106,11,20
213,176,116,12,20
211,182,135,13,20
190,162,121,14,20
221,188,129,15,20
222,187,145,16,20
212,186,146,17,20
220,185,134,18,20
214,183,138,19,20
211,179,132,20,20
218,185,141,21,20
229,198,156,22,20
234,202,160,23,20
225,188,137,24,20
222,188,122,25,20
225,187,116,26,20
145,138,95,27,20
221,182,119,28,20
208,172,99,29,20
227,191,132,30,20
221,183,116,31,20
226,187,114,32,20
213,173,106,33,20
222,188,130,34,20
226,189,124,35,20
227,187,125,36,20
210,173,106,37,20
225,187,117,38,20
227,187,115,39,20
224,184,115,40,20
224,181,101,41,20
228,189,122,42,20
228,197,162,43,20
232,200,165,44,20
231,199,163,45,20
231,198,161,46,20
235,201,165,47,20
234,204,170,48,20
232,202,165,49,20
234,203,167,50,20
230,197,163,51,20
214,181,137,52,20
235,198,150,53,20
216,171,96,54,20
218,160,87,55,20
229,183,99,56,20
231,186,102,57,20
233,185,104,58,20
222,170,94,59,20
215,189,143,0,21
203,178,139,1,21
120,96,69,2,21
179,155,129,3,21
164,139,106,4,21
134,115,88,5,21
184,165,131,6,21
213,187,139,7,21
224,190,126,8,21
219,185,125,9,21
209,175,115,10,21
218,186,118,11,21
213,175,127,12,21
141,125,107,13,21
151,136,122,14,21
222,186,133,15,21
214,183,134,16,21
224,198,149,17,21
223,191,135,18,21
217,184,129,19,21
222,190,143,20,21
220,188,142,21,21
227,196,152,22,21
230,198,158,23,21
230,201,159,24,21
225,198,151,25,21
229,185,124,26,21
227,189,117,27,21
208,171,102,28,21
224,183,115,29,21
226,182,121,30,21
218,176,109,31,21
204,176,120,32,21
218,174,102,33,21
228,187,119,34,21
227,191,135,35,21
228,193,127,36,21
213,179,110,37,21
221,182,111,38,21
222,178,105,39,21
223,182,110,40,21
222,177,98,41,21
221,179,109,42,21
221,186,137,43,21
224,187,144,44,21
223,188,147,45,21
229,195,159,46,21
231,200,166,47,21
233,206,168,48,21
236,207,170,49,21
215,185,146,50,21
231,200,158,51,21
206,169,131,52,21
227,181,111,53,21
223,169,95,54,21
220,170,88,55,21
223,176,95,56,21
228,182,97,57,21
222,176,93,58,21
225,178,100,59,21
216,190,147,0,22
212,188,151,1,22
170,144,111,2,22
182,149,114,3,22
30,26,26,4,22
162,133,92,5,22
231,195,135,6,22
214,190,137,7,22
213,175,131,8,22
204,170,119,9,22
207,174,126,10,22
206,173,133,11,22
214,188,134,12,22
224,190,132,13,22
221,184,134,14,22
210,183,127,15,22
209,178,135,16,22
219,187,144,17,22
223,194,149,18,22
219,185,132,19,22
221,189,142,20,22
224,192,144,21,22
226,195,150,22,22
234,201,165,23,22
234,204,165,24,22
227,203,169,25,22
226,198,162,26,22
219,187,130,27,22
213,177,119,28,22
224,183,119,29,22
221,184,109,30,22
207,179,106,31,22
181,152,90,32,22
191,166,98,33,22
205,182,117,34,22
228,189,120,35,22
222,184,119,36,22
211,172,109,37,22
223,182,116,38,22
215,167,97,39,22
227,184,98,40,22
231,185,96,41,22
224,179,94,42,22
226,186,108,43,22
230,192,109,44,22
227,191,114,45,22
225,191,122,46,22
230,196,134,47,22
231,197,154,48,22
231,194,156,49,22
225,184,146,50,22
216,174,131,51,22
210,168,100,52,22
228,179,89,53,22
224,169,94,54,22
218,170,99,55,22
227,179,99,56,22
232,185,100,57,22
238,195,115,58,22
219,184,112,59,22
215,191,151,0,23
221,191,150,1,23
185,153,114,2,23
177,147,113,3,23
154,128,99,4,23
185,158,105,5,23
217,187,128,6,23
205,170,132,7,23
212,178,117,8,23
207,172,118,9,23
216,181,130,10,23
222,188,133,11,23
225,190,131,12,23
216,187,117,13,23
224,191,133,14,23
222,182,132,15,23
221,188,129,16,23
