r,g,b,x,y
210,200,187,36,5
204,195,183,37,5
202,193,183,38,5
187,181,172,39,5
176,173,170,40,5
153,153,157,41,5
52,49,57,42,5
37,34,43,43,5
36,33,42,44,5
37,34,43,45,5
34,32,38,46,5
83,79,91,47,5
117,105,107,48,5
134,128,132,49,5
131,129,136,50,5
140,136,140,51,5
127,122,127,52,5
126,122,121,0,6
150,145,144,1,6
144,134,133,2,6
134,123,116,3,6
138,134,139,4,6
119,117,120,5,6
133,124,117,6,6
111,105,97,7,6
106,103,105,8,6
65,62,67,9,6
38,34,40,10,6
37,32,38,11,6
41,36,41,12,6
166,83,80,13,6
185,89,80,14,6
128,74,68,15,6
74,55,56,16,6
46,40,46,17,6
53,47,55,18,6
52,45,52,19,6
48,41,48,20,6
48,44,53,21,6
90,84,93,22,6
153,139,128,23,6
162,145,134,24,6
157,149,143,25,6
184,182,179,26,6
193,189,187,27,6
195,187,183,28,6
197,188,186,29,6
182,169,158,30,6
163,149,137,31,6
155,145,138,32,6
163,159,162,33,6
181,177,177,34,6
198,191,183,35,6
199,191,178,36,6
184,175,170,37,6
143,135,127,38,6
176,167,163,39,6
164,161,156,40,6
73,69,73,41,6
38,37,46,42,6
38,37,48,43,6
37,34,43,44,6
37,35,43,45,6
36,33,40,46,6
92,88,97,47,6
153,147,150,48,6
145,140,140,49,6
128,126,132,50,6
130,132,137,51,6
141,135,138,52,6
82,79,84,0,7
141,136,133,1,7
135,127,127,2,7
136,126,119,3,7
143,137,137,4,7
106,107,112,5,7
125,119,119,6,7
133,129,129,7,7
116,111,114,8,7
39,34,40,9,7
39,34,40,10,7
37,32,38,11,7
38,34,40,12,7
166,82,77,13,7
184,90,82,14,7
117,71,67,15,7
83,64,66,16,7
57,46,50,17,7
48,42,47,18,7
48,43,49,19,7
45,38,45,20,7
44,38,43,21,7
74,70,81,22,7
138,119,117,23,7
142,124,113,24,7
163,147,135,25,7
168,156,150,26,7
197,192,193,27,7
201,195,193,28,7
194,184,176,29,7
155,139,127,30,7
153,138,126,31,7
145,132,122,32,7
147,136,132,33,7
172,165,162,34,7
181,170,160,35,7
169,160,152,36,7
133,122,118,37,7
160,149,134,38,7
146,141,135,39,7
73,69,72,40,7
33,31,38,41,7
46,43,58,42,7
38,37,46,43,7
34,32,40,44,7
38,35,42,45,7
38,34,42,46,7
84,83,90,47,7
160,152,150,48,7
145,139,140,49,7
119,116,118,50,7
114,113,119,51,7
137,132,132,52,7
37,34,40,0,8
95,92,96,1,8
139,134,134,2,8
140,133,134,3,8
137,131,131,4,8
128,123,126,5,8
127,123,127,6,8
132,130,138,7,8
67,64,70,8,8
40,36,42,9,8
38,34,40,10,8
38,35,40,11,8
65,47,50,12,8
190,89,83,13,8
178,88,78,14,8
101,63,59,15,8
77,59,62,16,8
62,47,52,17,8
52,44,50,18,8
56,48,52,19,8
51,43,48,20,8
57,45,47,21,8
93,86,92,22,8
150,135,136,23,8
151,128,126,24,8
137,114,111,25,8
144,128,120,26,8
185,179,176,27,8
205,201,201,28,8
188,177,165,29,8
165,150,136,30,8
180,164,141,31,8
165,152,134,32,8
175,163,155,33,8
193,183,174,34,8
186,173,158,35,8
132,123,121,36,8
160,147,131,37,8
129,122,125,38,8
75,76,99,39,8
38,36,47,40,8
38,36,47,41,8
38,35,44,42,8
37,35,44,43,8
34,31,38,44,8
34,31,38,45,8
35,32,39,46,8
78,79,86,47,8
153,147,148,48,8
136,131,131,49,8
135,131,135,50,8
129,127,133,51,8
135,131,128,52,8
39,36,42,0,9
101,102,111,1,9
138,134,136,2,9
122,110,113,3,9
127,120,126,4,9
103,93,107,5,9
98,92,96,6,9
101,97,104,7,9
43,38,45,8,9
36,33,38,9,9
37,34,39,10,9
44,39,44,11,9
123,75,72,12,9
199,94,83,13,9
169,87,78,14,9
99,68,66,15,9
75,57,59,16,9
64,52,59,17,9
54,44,51,18,9
56,48,52,19,9
50,43,49,20,9
63,49,49,21,9
105,94,95,22,9
133,109,111,23,9
159,133,135,24,9
148,121,122,25,9
146,130,132,26,9
156,137,124,27,9
154,140,132,28,9
168,155,140,29,9
171,161,155,30,9
177,167,162,31,9
171,162,163,32,9
189,179,181,33,9
196,185,185,34,9
149,132,120,35,9
145,135,125,36,9
178,164,146,37,9
155,149,147,38,9
78,80,107,39,9
40,39,53,40,9
40,37,50,41,9
40,38,48,42,9
38,34,44,43,9
37,34,41,44,9
33,30,37,45,9
36,33,40,46,9
99,99,106,47,9
160,157,163,48,9
145,138,137,49,9
125,123,126,50,9
130,126,127,51,9
147,143,143,52,9
43,40,46,0,10
127,128,137,1,10
145,140,141,2,10
126,114,117,3,10
125,105,100,4,10
117,107,119,5,10
100,94,103,6,10
68,63,70,7,10
40,37,43,8,10
37,34,39,9,10
39,35,41,10,10
46,40,46,11,10
127,83,81,12,10
204,93,81,13,10
164,86,79,14,10
91,63,62,15,10
77,57,59,16,10
67,54,57,17,10
52,43,48,18,10
51,42,49,19,10
45,41,46,20,10
55,45,47,21,10
82,70,74,22,10
160,134,131,23,10
138,104,100,24,10
155,119,111,25,10
141,123,123,26,10
143,115,113,27,10
157,126,111,28,10
159,146,141,29,10
147,135,128,30,10
170,153,140,31,10
190,180,176,32,10
194,186,189,33,10
185,170,166,34,10
119,96,84,35,10
132,113,106,36,10
171,157,154,37,10
153,146,147,38,10
77,71,85,39,10
57,55,81,40,10
51,51,73,41,10
49,47,65,42,10
41,38,46,43,10
38,35,42,44,10
34,31,37,45,10
36,33,40,46,10
124,122,127,47,10
153,152,158,48,10
114,105,108,49,10
105,97,99,50,10
114,107,106,51,10
138,129,122,52,10
58,56,61,0,11
147,148,156,1,11
154,150,143,2,11
150,145,142,3,11
137,126,128,4,11
123,117,120,5,11
112,108,117,6,11
57,52,57,7,11
37,36,41,8,11
38,35,40,9,11
38,35,40,10,11
44,39,45,11,11
75,56,62,12,11
72,46,50,13,11
47,34,37,14,11
34,30,35,15,11
40,33,37,16,11
39,34,37,17,11
39,35,41,18,11
41,34,40,19,11
47,41,46,20,11
47,40,45,21,11
54,46,51,22,11
122,99,97,23,11
155,121,108,24,11
151,124,121,25,11
139,119,121,26,11
156,128,129,27,11
162,135,129,28,11
141,120,107,29,11
166,155,154,30,11
160,145,142,31,11
163,142,138,32,11
176,156,157,33,11
164,138,133,34,11
142,102,91,35,11
150,108,91,36,11
159,120,106,37,11
149,114,99,38,11
131,94,80,39,11
107,86,89,40,11
71,62,72,41,11
57,50,61,42,11
41,36,43,43,11
34,31,37,44,11
34,31,37,45,11
35,32,38,46,11
118,114,116,47,11
145,142,144,48,11
123,119,120,49,11
115,106,107,50,11
120,110,109,51,11
145,140,139,52,11
85,84,90,0,12
155,155,157,1,12
164,160,154,2,12
158,154,152,3,12
151,149,145,4,12
144,144,149,5,12
84,79,84,6,12
64,60,65,7,12
41,38,45,8,12
40,36,42,9,12
38,33,39,10,12
40,35,41,11,12
39,35,42,12,12
34,32,37,13,12
34,29,35,14,12
40,33,40,15,12
37,31,37,16,12
34,29,35,17,12
35,30,36,18,12
33,30,36,19,12
34,29,35,20,12
36,31,38,21,12
42,38,43,22,12
76,59,60,23,12
139,115,96,24,12
143,120,111,25,12
154,123,123,26,12
161,136,134,27,12
149,128,119,28,12
152,117,101,29,12
155,108,90,30,12
155,114,99,31,12
150,103,90,32,12
153,112,86,33,12
147,104,89,34,12
149,105,85,35,12
160,110,88,36,12
153,114,99,37,12
158,119,101,38,12
150,111,100,39,12
151,106,91,40,12
137,99,86,41,12
119,90,84,42,12
115,84,74,43,12
89,71,75,44,12
82,64,66,45,12
76,56,53,46,12
115,87,79,47,12
134,120,116,48,12
140,134,133,49,12
146,143,146,50,12
145,140,141,51,12
141,136,141,52,12
99,96,98,0,13
162,158,158,1,13
168,165,169,2,13
164,164,168,3,13
157,156,156,4,13
130,132,140,5,13
57,54,63,6,13
48,45,52,7,13
42,37,43,8,13
40,35,42,9,13
38,32,37,10,13
78,72,84,11,13
53,49,54,12,13
49,45,50,13,13
41,39,46,14,13
40,35,42,15,13
41,35,42,16,13
38,34,40,17,13
37,32,39,18,13
37,30,37,19,13
35,30,36,20,13
34,29,35,21,13
37,34,40,22,13
41,36,42,23,13
68,55,57,24,13
107,92,90,25,13
150,133,131,26,13
155,134,126,27,13
153,124,106,28,13
154,117,105,29,13
151,119,104,30,13
155,111,97,31,13
154,110,95,32,13
159,109,85,33,13
158,107,82,34,13
162,114,89,35,13
163,118,92,36,13
160,121,95,37,13
159,120,106,38,13
177,149,145,39,13
159,116,99,40,13
158,127,123,41,13
164,132,122,42,13
161,119,102,43,13
158,124,119,44,13
157,121,113,45,13
144,104,94,46,13
142,97,78,47,13
137,94,84,48,13
131,105,93,49,13
132,126,125,50,13
135,133,139,51,13
109,108,118,52,13
54,52,58,0,14
103,100,107,1,14
102,104,110,2,14
109,111,124,3,14
100,102,115,4,14
55,53,62,5,14
43,38,45,6,14
42,36,42,7,14
45,37,41,8,14
41,35,41,9,14
43,37,42,10,14
64,63,72,11,14
49,48,53,12,14
46,42,48,13,14
63,60,68,14,14
80,78,95,15,14
75,71,84,16,14
67,64,74,17,14
50,46,57,18,14
41,38,45,19,14
42,37,43,20,14
41,37,43,21,14
40,36,45,22,14
40,35,40,23,14
43,38,45,24,14
51,43,48,25,14
79,67,71,26,14
124,105,108,27,14
145,118,116,28,14
161,122,108,29,14
167,122,98,30,14
165,121,103,31,14
165,118,105,32,14
170,121,98,33,14
167,127,103,34,14
177,123,90,35,14
169,116,89,36,14
169,128,98,37,14
166,128,107,38,14
170,131,114,39,14
164,122,113,40,14
166,113,92,41,14
169,121,98,42,14
161,112,91,43,14
156,124,120,44,14
170,149,152,45,14
165,120,104,46,14
147,123,124,47,14
156,119,117,48,14
158,108,84,49,14
94,73,70,50,14
45,42,48,51,14
96,97,115,52,14
50,49,56,0,15
100,104,119,1,15
102,105,117,2,15
70,74,83,3,15
39,36,42,4,15
39,36,41,5,15
42,39,45,6,15
46,44,52,7,15
41,35,41,8,15
29,27,32,9,15
32,29,34,10,15
37,34,42,11,15
41,35,42,12,15
38,33,39,13,15
37,32,38,14,15
41,35,40,15,15
48,41,48,16,15
41,35,40,17,15
42,37,43,18,15
55,49,56,19,15
39,34,42,20,15
63,61,69,21,15
51,49,58,22,15
48,45,53,23,15
40,38,45,24,15
48,44,51,25,15
48,42,50,26,15
103,81,79,27,15
161,128,115,28,15
166,126,113,29,15
172,130,112,30,15
177,123,100,31,15
172,123,97,32,15
181,146,134,33,15
174,136,120,34,15
172,122,96,35,15
177,145,141,36,15
162,123,107,37,15
167,133,122,38,15
169,150,156,39,15
172,135,125,40,15
164,132,127,41,15
172,147,151,42,15
167,144,143,43,15
166,133,115,44,15
154,114,92,45,15
170,131,102,46,15
164,144,141,47,15
142,117,117,48,15
163,126,114,49,15
153,140,145,50,15
52,47,54,51,15
97,97,113,52,15
54,53,60,0,16
113,118,133,1,16
95,97,109,2,16
37,35,42,3,16
40,36,43,4,16
39,35,41,5,16
40,35,41,6,16
42,38,47,7,16
37,32,39,8,16
36,32,38,9,16
43,36,42,10,16
38,35,41,11,16
41,36,42,12,16
36,33,38,13,16
34,29,36,14,16
40,36,41,15,16
41,36,41,16,16
35,30,37,17,16
37,32,39,18,16
47,39,47,19,16
38,33,38,20,16
39,33,40,21,16
48,45,54,22,16
56,51,60,23,16
38,36,44,24,16
46,43,49,25,16
80,80,94,26,16
107,86,77,27,16
143,117,111,28,16
174,137,126,29,16
168,124,112,30,16
177,156,162,31,16
171,133,119,32,16
164,130,116,33,16
168,128,109,34,16
176,151,150,35,16
170,140,128,36,16
167,127,104,37,16
167,126,104,38,16
166,124,113,39,16
182,137,121,40,16
172,130,112,41,16
184,155,145,42,16
178,141,131,43,16
173,119,96,44,16
163,120,81,45,16
159,111,84,46,16
156,114,89,47,16
163,144,139,48,16
154,121,118,49,16
146,126,134,50,16
91,79,77,51,16
94,90,100,52,16
51,49,57,0,17
96,101,110,1,17
52,50,55,2,17
41,37,45,3,17
45,39,44,4,17
39,34,41,5,17
34,31,36,6,17
34,30,36,7,17
39,34,41,8,17
39,35,42,9,17
40,37,43,10,17
36,33,39,11,17
37,33,39,12,17
36,33,39,13,17
38,33,40,14,17
42,37,42,15,17
40,33,41,16,17
35,31,37,17,17
37,32,38,18,17
37,33,38,19,17
37,32,38,20,17
35,30,37,21,17
39,35,43,22,17
33,30,35,23,17
42,35,40,24,17
48,43,51,25,17
50,48,57,26,17
83,66,62,27,17
122,93,84,28,17
169,144,137,29,17
168,138,134,30,17
175,138,130,31,17
169,133,116,32,17
168,137,126,33,17
160,129,118,34,17
164,131,123,35,17
168,132,115,36,17
168,131,117,37,17
172,122,96,38,17
161,120,103,39,17
166,129,109,40,17
171,132,102,41,17
177,141,130,42,17
184,152,143,43,17
173,124,95,44,17
165,127,99,45,17
171,125,88,46,17
175,128,89,47,17
166,117,86,48,17
148,124,121,49,17
162,127,122,50,17
160,122,108,51,17
136,111,107,52,17
51,49,58,0,18
50,49,57,1,18
40,36,42,2,18
43,38,46,3,18
45,41,50,4,18
43,41,47,5,18
39,34,40,6,18
47,44,54,7,18
44,43,52,8,18
44,39,48,9,18
42,39,46,10,18
36,34,40,11,18
36,31,38,12,18
36,32,38,13,18
38,32,38,14,18
44,36,42,15,18
38,34,41,16,18
36,31,38,17,18
39,34,41,18,18
36,33,39,19,18
37,32,39,20,18
37,32,38,21,18
39,35,42,22,18
34,32,38,23,18
35,33,40,24,18
39,36,44,25,18
41,37,45,26,18
82,66,66,27,18
120,90,80,28,18
149,114,102,29,18
182,157,158,30,18
186,163,164,31,18
189,168,168,32,18
200,188,198,33,18
195,183,183,34,18
203,192,199,35,18
200,192,198,36,18
191,171,169,37,18
179,137,115,38,18
157,124,114,39,18
178,130,105,40,18
181,136,103,41,18
170,126,98,42,18
181,140,110,43,18
167,126,103,44,18
180,138,93,45,18
167,126,92,46,18
169,126,98,47,18
169,120,93,48,18
163,123,100,49,18
168,129,118,50,18
169,135,122,51,18
171,133,116,52,18
50,45,52,0,19
34,32,36,1,19
38,35,42,2,19
42,40,46,3,19
40,37,44,4,19
35,32,38,5,19
37,33,39,6,19
37,32,38,7,19
38,34,40,8,19
40,36,44,9,19
41,36,46,10,19
35,32,38,11,19
33,28,34,12,19
37,32,37,13,19
37,32,38,14,19
36,31,37,15,19
34,31,36,16,19
36,32,38,17,19
39,34,40,18,19
36,31,37,19,19
33,31,37,20,19
38,34,40,21,19
37,32,39,22,19
36,31,38,23,19
38,34,41,24,19
36,33,40,25,19
39,34,40,26,19
67,55,57,27,19
106,84,81,28,19
144,112,102,29,19
198,189,200,30,19
216,212,223,31,19
223,221,228,32,19
223,218,231,33,19
211,207,222,34,19
196,192,207,35,19
186,183,196,36,19
210,206,212,37,19
194,154,132,38,19
178,130,97,39,19
182,141,105,40,19
183,136,97,41,19
186,138,99,42,19
179,134,112,43,19
173,132,110,44,19
187,137,94,45,19
182,133,92,46,19
176,133,103,47,19
172,129,103,48,19
169,128,112,49,19
178,137,115,50,19
169,134,119,51,19
166,131,121,52,19
43,40,49,0,20
41,38,46,1,20
42,37,44,2,20
33,31,37,3,20
34,30,37,4,20
36,32,38,5,20
43,38,44,6,20
40,36,43,7,20
46,39,42,8,20
43,37,43,9,20
36,32,38,10,20
35,31,36,11,20
38,35,43,12,20
39,34,41,13,20
38,34,40,14,20
36,31,37,15,20
36,31,38,16,20
37,33,40,17,20
37,32,39,18,20
38,33,39,19,20
35,32,39,20,20
37,32,38,21,20
36,33,38,22,20
38,35,42,23,20
37,34,41,24,20
38,35,42,25,20
42,37,41,26,20
90,72,65,27,20
106,81,77,28,20
140,110,99,29,20
175,152,154,30,20
201,192,201,31,20
213,212,224,32,20
232,230,240,33,20
213,205,216,34,20
208,207,222,35,20
185,188,210,36,20
211,201,205,37,20
200,155,129,38,20
189,143,108,39,20
186,143,100,40,20
189,138,87,41,20
188,140,96,42,20
188,134,100,43,20
182,135,99,44,20
185,136,93,45,20
187,142,102,46,20
185,147,107,47,20
180,137,98,48,20
187,133,101,49,20
180,142,123,50,20
182,130,102,51,20
171,134,119,52,20
57,55,70,0,21
40,36,43,1,21
39,37,42,2,21
42,38,46,3,21
41,36,44,4,21
40,35,43,5,21
39,35,41,6,21
40,34,41,7,21
41,36,41,8,21
36,33,38,9,21
36,33,39,10,21
36,31,36,11,21
39,34,41,12,21
42,38,45,13,21
38,33,40,14,21
40,35,41,15,21
38,34,40,16,21
37,33,40,17,21
38,33,39,18,21
36,32,38,19,21
36,32,36,20,21
35,32,37,21,21
34,31,37,22,21
37,34,39,23,21
40,36,44,24,21
37,33,39,25,21
60,52,51,26,21
129,105,84,27,21
123,98,87,28,21
138,114,104,29,21
157,136,138,30,21
183,181,198,31,21
177,179,200,32,21
231,230,241,33,21
230,227,238,34,21
212,203,219,35,21
214,204,221,36,21
225,206,214,37,21
191,150,129,38,21
195,142,104,39,21
186,142,115,40,21
191,141,90,41,21
185,138,105,42,21
192,141,108,43,21
192,143,104,44,21
200,152,103,45,21
187,147,119,46,21
197,152,110,47,21
195,142,96,48,21
194,142,100,49,21
185,139,114,50,21
174,132,110,51,21
184,142,119,52,21
54,51,59,0,22
39,35,40,1,22
40,35,39,2,22
49,43,50,3,22
43,37,43,4,22
35,30,36,5,22
39,35,42,6,22
41,35,44,7,22
38,33,38,8,22
36,32,40,9,22
34,29,35,10,22
36,32,38,11,22
41,37,45,12,22
43,40,50,13,22
39,34,41,14,22
35,30,36,15,22
37,32,39,16,22
37,33,39,17,22
35,31,37,18,22
37,32,39,19,22
40,34,40,20,22
37,33,39,21,22
40,36,44,22,22
41,36,43,23,22
37,33,40,24,22
44,42,52,25,22
90,79,73,26,22
125,98,82,27,22
135,113,109,28,22
149,124,125,29,22
160,127,113,30,22
194,185,196,31,22
218,214,226,32,22
237,235,242,33,22
238,236,242,34,22
238,231,240,35,22
231,219,232,36,22
224,184,189,37,22
196,149,114,38,22
201,147,108,39,22
189,136,103,40,22
192,143,105,41,22
196,152,117,42,22
194,142,100,43,22
193,142,102,44,22
192,138,97,45,22
194,145,109,46,22
199,155,126,47,22
201,147,107,48,22
194,142,103,49,22
189,140,116,50,22
171,131,110,51,22
183,133,104,52,22
47,43,52,0,23
48,40,46,1,23
56,52,61,2,23
113,105,93,3,23
115,107,97,4,23
53,48,53,5,23
44,38,45,6,23
49,42,52,7,23
41,36,42,8,23
36,31,37,9,23
33,29,35,10,23
34,31,36,11,23
38,34,41,12,23
44,41,49,13,23
35,31,37,14,23
36,32,38,15,23
41,35,41,16,23
38,32,37,17,23
51,42,46,18,23
39,34,40,19,23
37,32,39,20,23
38,34,41,21,23
38,33,39,22,23
37,32,37,23,23
38,33,40,24,23
46,39,47,25,23
94,76,75,26,23
128,95,83,27,23
163,143,140,28,23
164,141,142,29,23
170,138,118,30,23
199,171,161,31,23
226,215,227,32,23
240,235,242,33,23
238,232,241,34,23
238,230,237,35,23
239,227,238,36,23
220,178,180,37,23
197,144,111,38,23
205,151,107,39,23
205,146,104,40,23
196,147,109,41,23
189,138,113,42,23
195,142,113,43,23
195,139,99,44,23
190,137,94,45,23
184,138,100,46,23
182,133,104,47,23
196,141,106,48,23
197,144,104,49,23
185,143,123,50,23
177,137,118,51,23
176,133,114,52,23
47,43,51,0,24
43,38,43,1,24
97,100,107,2,24
106,103,115,3,24
105,107,125,4,24
76,75,73,5,24
48,41,48,6,24
48,40,43,7,24
36,32,39,8,24
39,35,41,9,24
37,33,38,10,24
34,31,36,11,24
45,40,49,12,24
47,43,53,13,24
42,36,41,14,24
42,35,41,15,24
45,38,45,16,24
39,33,38,17,24
44,37,42,18,24
43,38,47,19,24
42,37,44,20,24
47,40,47,21,24
35,31,37,22,24
41,35,41,23,24
37,34,39,24,24
44,41,46,25,24
88,66,66,26,24
132,111,111,27,24
169,132,107,28,24
169,131,112,29,24
174,130,102,30,24
180,133,100,31,24
220,198,198,32,24
231,221,233,33,24
231,222,233,34,24
240,235,240,35,24
244,235,240,36,24
222,193,192,37,24
198,154,125,38,24
201,151,124,39,24
200,149,117,40,24
192,146,107,41,24
196,146,113,42,24
197,151,116,43,24
192,142,102,44,24
197,147,103,45,24
191,143,100,46,24
195,143,100,47,24
180,132,107,48,24
188,139,106,49,24
174,140,125,50,24
178,140,115,51,24
183,145,121,52,24
45,40,47,0,25
42,36,41,1,25
105,108,114,2,25
128,123,107,3,25
114,128,119,4,25
39,34,39,5,25
39,34,39,6,25
42,37,44,7,25
37,33,40,8,25
45,38,45,9,25
51,44,48,10,25
38,33,40,11,25
49,45,53,12,25
49,42,48,13,25
39,34,38,14,25
42,38,42,15,25
47,38,43,16,25
40,35,42,17,25
41,37,43,18,25
39,36,44,19,25
41,36,44,20,25
43,36,40,21,25
34,30,37,22,25
40,34,39,23,25
33,30,35,24,25
44,41,50,25,25
80,61,62,26,25
133,101,87,27,25
159,121,106,28,25
175,137,109,29,25
177,132,105,30,25
176,129,93,31,25
194,149,117,32,25
235,223,226,33,25
235,226,234,34,25
237,222,225,35,25
233,216,221,36,25
218,201,200,37,25
197,151,119,38,25
202,158,128,39,25
209,160,120,40,25
199,156,112,41,25
194,146,110,42,25
197,156,117,43,25
195,143,103,44,25
189,142,107,45,25
183,136,99,46,25
182,136,101,47,25
188,138,103,48,25
190,144,116,49,25
192,150,115,50,25
189,151,126,51,25
196,152,117,52,25
42,35,42,0,26
38,33,40,1,26
54,49,60,2,26
81,78,83,3,26
53,48,47,4,26
43,36,42,5,26
40,35,41,6,26
37,32,37,7,26
39,34,41,8,26
49,41,46,9,26
38,33,40,10,26
38,34,40,11,26
51,49,57,12,26
45,39,44,13,26
44,37,43,14,26
48,40,43,15,26
44,37,43,16,26
37,33,39,17,26
41,37,43,18,26
